Time [s] Wave probes 1 to 8 [m] 
 -94.810 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
 -94.800 	 -3.469e-18 	 2.192e-05 	 -1.047e-05 	 -1.546e-04 	 4.733e-05 	 4.569e-05 	 3.728e-05 	 1.183e-04 
 -94.790 	 3.010e-05 	 1.245e-04 	 1.095e-04 	 1.407e-04 	 1.164e-04 	 1.080e-04 	 6.385e-05 	 1.164e-04 
 -94.780 	 1.297e-05 	 1.530e-04 	 1.181e-04 	 -3.816e-05 	 1.675e-04 	 1.114e-04 	 1.487e-04 	 2.215e-04 
 -94.770 	 3.890e-05 	 2.327e-04 	 2.390e-04 	 2.409e-04 	 2.385e-04 	 1.866e-04 	 1.659e-04 	 2.172e-04 
 -94.760 	 3.844e-05 	 2.504e-04 	 2.433e-04 	 4.723e-05 	 2.939e-04 	 2.004e-04 	 1.757e-04 	 3.053e-04 
 -94.750 	 5.650e-05 	 3.162e-04 	 3.509e-04 	 3.440e-04 	 3.616e-04 	 2.879e-04 	 2.437e-04 	 2.915e-04 
 -94.740 	 5.881e-05 	 4.272e-04 	 3.409e-04 	 1.736e-04 	 4.179e-04 	 2.822e-04 	 2.396e-04 	 3.431e-04 
 -94.730 	 1.023e-04 	 4.734e-04 	 4.718e-04 	 4.661e-04 	 4.709e-04 	 3.593e-04 	 2.391e-04 	 3.994e-04 
 -94.720 	 8.938e-05 	 5.405e-04 	 4.380e-04 	 2.557e-04 	 4.993e-04 	 3.555e-04 	 3.053e-04 	 3.871e-04 
 -94.710 	 1.394e-04 	 5.452e-04 	 5.499e-04 	 5.562e-04 	 5.708e-04 	 4.174e-04 	 2.754e-04 	 4.316e-04 
 -94.700 	 1.412e-04 	 6.305e-04 	 5.384e-04 	 3.330e-04 	 6.020e-04 	 3.945e-04 	 2.782e-04 	 3.928e-04 
 -94.690 	 1.630e-04 	 6.399e-04 	 6.313e-04 	 6.183e-04 	 6.228e-04 	 4.469e-04 	 2.945e-04 	 4.676e-04 
 -94.680 	 1.769e-04 	 7.089e-04 	 5.994e-04 	 4.127e-04 	 6.527e-04 	 4.459e-04 	 2.806e-04 	 4.321e-04 
 -94.670 	 2.195e-04 	 7.527e-04 	 6.974e-04 	 6.717e-04 	 6.919e-04 	 4.921e-04 	 2.596e-04 	 4.572e-04 
 -94.660 	 2.227e-04 	 7.546e-04 	 6.641e-04 	 4.904e-04 	 6.957e-04 	 4.750e-04 	 2.890e-04 	 4.340e-04 
 -94.650 	 2.728e-04 	 8.082e-04 	 7.308e-04 	 7.161e-04 	 7.009e-04 	 5.268e-04 	 2.437e-04 	 4.141e-04 
 -94.640 	 2.806e-04 	 7.994e-04 	 6.913e-04 	 4.871e-04 	 7.151e-04 	 4.973e-04 	 2.409e-04 	 4.278e-04 
 -94.630 	 3.121e-04 	 8.511e-04 	 7.698e-04 	 7.318e-04 	 7.421e-04 	 5.187e-04 	 2.340e-04 	 3.706e-04 
 -94.620 	 3.385e-04 	 7.817e-04 	 6.917e-04 	 4.971e-04 	 7.279e-04 	 4.740e-04 	 2.055e-04 	 4.004e-04 
 -94.610 	 3.770e-04 	 8.577e-04 	 7.531e-04 	 7.313e-04 	 7.104e-04 	 5.007e-04 	 1.869e-04 	 3.176e-04 
