2.000000e-03 -2.923255e-08 -3.370773e-08 -2.203219e-08
4.000000e-03 -2.856820e-08 -3.303302e-08 -2.451423e-08
6.000000e-03 -2.805264e-08 -3.247513e-08 -2.696369e-08
8.000000e-03 -2.757497e-08 -3.194223e-08 -2.936869e-08
1.000000e-02 -2.711236e-08 -3.141766e-08 -3.172109e-08
1.200000e-02 -2.665937e-08 -3.089582e-08 -3.400876e-08
1.400000e-02 -2.621845e-08 -3.038189e-08 -3.622301e-08
1.600000e-02 -2.579240e-08 -2.987854e-08 -3.835451e-08
1.800000e-02 -2.538406e-08 -2.938677e-08 -4.039282e-08
2.000000e-02 -2.499624e-08 -2.891014e-08 -4.232810e-08
2.200000e-02 -2.463110e-08 -2.845306e-08 -4.415127e-08
2.400000e-02 -2.429003e-08 -2.801907e-08 -4.585392e-08
2.600000e-02 -2.397459e-08 -2.761065e-08 -4.742778e-08
2.800000e-02 -2.368491e-08 -2.723029e-08 -4.886451e-08
3.000000e-02 -2.342196e-08 -2.688063e-08 -5.015621e-08
3.200000e-02 -2.318716e-08 -2.656432e-08 -5.129524e-08
3.400000e-02 -2.298209e-08 -2.628369e-08 -5.227449e-08
3.600000e-02 -2.280814e-08 -2.603965e-08 -5.308764e-08
3.800000e-02 -2.266652e-08 -2.583262e-08 -5.372851e-08
4.000000e-02 -2.255534e-08 -2.566385e-08 -5.419132e-08
4.200000e-02 -2.246629e-08 -2.553142e-08 -5.447060e-08
4.400000e-02 -2.239298e-08 -2.543104e-08 -5.456134e-08
4.600000e-02 -2.233401e-08 -2.535923e-08 -5.445904e-08
4.800000e-02 -2.229002e-08 -2.530921e-08 -5.416001e-08
5.000000e-02 -2.226213e-08 -2.527676e-08 -5.366103e-08
5.200000e-02 -2.225091e-08 -2.525985e-08 -5.295939e-08
5.400000e-02 -2.225677e-08 -2.525807e-08 -5.205293e-08
5.600000e-02 -2.228000e-08 -2.527145e-08 -5.094013e-08
5.800000e-02 -2.233581e-08 -2.530143e-08 -4.962007e-08
6.000000e-02 -2.252599e-08 -2.542879e-08 -4.809189e-08
6.200000e-02 -2.288187e-08 -2.570184e-08 -4.635516e-08
6.400000e-02 -2.340531e-08 -2.612202e-08 -4.441021e-08
6.600000e-02 -2.409812e-08 -2.669075e-08 -4.225857e-08
6.800000e-02 -2.496120e-08 -2.740863e-08 -3.990225e-08
7.000000e-02 -2.599527e-08 -2.827594e-08 -3.734395e-08
7.200000e-02 -2.720010e-08 -2.929208e-08 -3.458718e-08
7.400000e-02 -2.857516e-08 -3.045650e-08 -3.163623e-08
