Time(s) Pressure(mBar)
36.745000 5.841938 
36.745500 5.842801 
36.746000 5.843693 
36.746500 5.844457 
36.747000 5.845329 
36.747500 5.846123 
36.748000 5.847064 
36.748500 5.847377 
36.749000 5.848691 
36.749500 5.849465 
36.750000 5.850484 
36.750500 5.851209 
36.751000 5.852170 
36.751500 5.852777 
36.752000 5.853767 
36.752500 5.854433 
36.753000 5.855482 
36.753500 5.856080 
36.754000 5.857070 
36.754500 5.857667 
36.755000 5.858716 
36.755500 5.859255 
36.756000 5.860274 
36.756500 5.860852 
36.757000 5.861823 
36.757500 5.862401 
36.758000 5.863361 
36.758500 5.863930 
36.759000 5.864831 
36.759500 5.865468 
36.760000 5.866380 
36.760500 5.866997 
36.761000 5.867810 
36.761500 5.868516 
36.762000 5.869251 
36.762500 5.869908 
36.763000 5.870643 
36.763500 5.871397 
36.764000 5.871995 
36.764500 5.872818 
36.765000 5.873455 
36.765500 5.874200 
36.766000 5.874808 
36.766500 5.875592 
36.767000 5.876229 
36.767500 5.876934 
36.768000 5.877601 
36.768500 5.878287 
36.769000 5.878914 
36.769500 5.879551 
36.770000 5.880207 
36.770500 5.880815 
36.771000 5.881472 
36.771500 5.882128 
36.772000 5.882785 
36.772500 5.883324 
36.773000 5.883931 
36.773500 5.884578 
36.774000 5.885284 
36.774500 5.885842 
36.775000 5.886440 
36.775500 5.887009 
36.776000 5.887577 
36.776500 5.888155 
36.777000 5.888782 
36.777500 5.889370 
36.778000 5.889949 
36.778500 5.890468 
36.779000 5.891046 
36.779500 5.891634 
36.780000 5.892154 
36.780500 5.892673 
36.781000 5.893202 
36.781500 5.893702 
36.782000 5.894241 
36.782500 5.894790 
36.783000 5.895339 
36.783500 5.895897 
36.784000 5.896456 
36.784500 5.896975 
36.785000 5.897504 
36.785500 5.897985 
36.786000 5.898524 
36.786500 5.898994 
36.787000 5.899464 
36.787500 5.899984 
36.788000 5.900444 
36.788500 5.900846 
36.789000 5.901385 
36.789500 5.901826 
36.790000 5.902257 
36.790500 5.902747 
36.791000 5.903237 
36.791500 5.903718 
36.792000 5.904090 
36.792500 5.904492 
36.793000 5.904913 
36.793500 5.905325 
36.794000 5.905756 
36.794500 5.906168 
36.795000 5.906550 
36.795500 5.906922 
36.796000 5.907314 
36.796500 5.907716 
36.797000 5.908088 
36.797500 5.908480 
36.798000 5.908843 
36.798500 5.909137 
36.799000 5.909558 
36.799500 5.909921 
36.800000 5.910284 
36.800500 5.910627 
36.801000 5.911038 
36.801500 5.911381 
36.802000 5.911724 
36.802500 5.912008 
36.803000 5.912351 
36.803500 5.912743 
36.804000 5.913096 
36.804500 5.913478 
36.805000 5.913831 
36.805500 5.914145 
36.806000 5.914429 
36.806500 5.914831 
36.807000 5.915135 
36.807500 5.915468 
36.808000 5.915821 
36.808500 5.916115 
36.809000 5.916409 
36.809500 5.916732 
36.810000 5.917036 
36.810500 5.917261 
36.811000 5.917594 
36.811500 5.917790 
36.812000 5.918094 
36.812500 5.918339 
36.813000 5.918672 
36.813500 5.918966 
36.814000 5.919182 
36.814500 5.919388 
36.815000 5.919603 
36.815500 5.919986 
36.816000 5.920231 
36.816500 5.920534 
36.817000 5.920760 
36.817500 5.920956 
36.818000 5.921181 
36.818500 5.921416 
36.819000 5.921701 
36.819500 5.921906 
36.820000 5.922151 
36.820500 5.922298 
36.821000 5.922553 
36.821500 5.922710 
36.822000 5.922955 
36.822500 5.923200 
36.823000 5.923347 
36.823500 5.923465 
36.824000 5.923749 
36.824500 5.923876 
36.825000 5.924053 
36.825500 5.924239 
36.826000 5.924376 
36.826500 5.924523 
36.827000 5.924797 
36.827500 5.925033 
36.828000 5.925199 
36.828500 5.925376 
36.829000 5.925562 
36.829500 5.925709 
36.830000 5.925836 
36.830500 5.925915 
36.831000 5.926091 
36.831500 5.926209 
36.832000 5.926365 
36.832500 5.926463 
36.833000 5.926512 
36.833500 5.926620 
36.834000 5.926728 
36.834500 5.926875 
36.835000 5.926924 
36.835500 5.927051 
36.836000 5.927081 
36.836500 5.927100 
36.837000 5.927345 
36.837500 5.927326 
36.838000 5.927473 
36.838500 5.927385 
36.839000 5.927620 
36.839500 5.927610 
36.840000 5.927630 
36.840500 5.927590 
36.841000 5.927649 
36.841500 5.927777 
36.842000 5.927718 
36.842500 5.927884 
36.843000 5.927875 
36.843500 5.927924 
36.844000 5.927982 
36.844500 5.927737 
36.845000 5.927904 
36.845500 5.927894 
36.846000 5.927767 
36.846500 5.928120 
36.847000 5.928335 
36.847500 5.928551 
36.848000 5.928404 
36.848500 5.928580 
36.849000 5.928423 
36.849500 5.928629 
36.850000 5.928610 
36.850500 5.928649 
36.851000 5.928384 
36.851500 5.928521 
36.852000 5.928365 
36.852500 5.928453 
36.853000 5.928365 
36.853500 5.928286 
36.854000 5.928110 
36.854500 5.927884 
36.855000 5.927757 
36.855500 5.927796 
36.856000 5.927698 
36.856500 5.927326 
36.857000 5.927316 
36.857500 5.926797 
36.858000 5.926767 
36.858500 5.926022 
36.859000 5.926904 
36.859500 5.927179 
36.860000 5.927042 
36.860500 5.926993 
36.861000 5.926885 
36.861500 5.926630 
36.862000 5.926483 
36.862500 5.926032 
36.863000 5.925993 
36.863500 5.926081 
36.864000 5.925964 
36.864500 5.925768 
36.865000 5.925611 
36.865500 5.925503 
36.866000 5.925434 
36.866500 5.925278 
36.867000 5.924905 
36.867500 5.924690 
36.868000 5.924386 
36.868500 5.924180 
36.869000 5.923906 
36.869500 5.923798 
36.870000 5.923641 
36.870500 5.923327 
36.871000 5.922945 
36.871500 5.922612 
36.872000 5.922455 
36.872500 5.922132 
36.873000 5.921877 
36.873500 5.921632 
36.874000 5.921152 
36.874500 5.920789 
36.875000 5.920417 
36.875500 5.920044 
36.876000 5.919888 
36.876500 5.919741 
36.877000 5.919427 
36.877500 5.919045 
36.878000 5.918565 
36.878500 5.918408 
36.879000 5.918114 
36.879500 5.917732 
36.880000 5.917340 
36.880500 5.917055 
36.881000 5.916791 
36.881500 5.916360 
36.882000 5.916242 
36.882500 5.915860 
36.883000 5.915468 
36.883500 5.915135 
36.884000 5.914762 
36.884500 5.914419 
36.885000 5.914135 
36.885500 5.913792 
36.886000 5.913390 
36.886500 5.912998 
36.887000 5.912655 
36.887500 5.912214 
36.888000 5.911822 
36.888500 5.911430 
36.889000 5.911038 
36.889500 5.910607 
36.890000 5.910107 
36.890500 5.909656 
36.891000 5.909245 
36.891500 5.908676 
36.892000 5.908098 
36.892500 5.907657 
36.893000 5.907020 
36.893500 5.906511 
36.894000 5.906070 
36.894500 5.905629 
36.895000 5.905207 
36.895500 5.904688 
36.896000 5.904188 
36.896500 5.903580 
36.897000 5.902904 
36.897500 5.902375 
36.898000 5.901944 
36.898500 5.901356 
36.899000 5.900572 
36.899500 5.900111 
36.900000 5.899533 
36.900500 5.898837 
36.901000 5.898161 
36.901500 5.897612 
36.902000 5.897034 
36.902500 5.896348 
36.903000 5.895603 
36.903500 5.895035 
36.904000 5.894555 
36.904500 5.893673 
36.905000 5.892957 
36.905500 5.892369 
36.906000 5.891575 
36.906500 5.890762 
36.907000 5.889939 
36.907500 5.889272 
36.908000 5.888283 
36.908500 5.887430 
36.909000 5.886548 
36.909500 5.885686 
36.910000 5.884843 
36.910500 5.883922 
36.911000 5.882844 
36.911500 5.881903 
36.912000 5.881060 
36.912500 5.880051 
36.913000 5.879031 
36.913500 5.878120 
36.914000 5.877101 
36.914500 5.875925 
36.915000 5.874729 
36.915500 5.873602 
36.916000 5.872485 
36.916500 5.871378 
36.917000 5.870231 
36.917500 5.868967 
36.918000 5.867673 
36.918500 5.866389 
36.919000 5.865066 
36.919500 5.864361 
36.920000 5.862607 
36.920500 5.861195 
36.921000 5.860117 
36.921500 5.858794 
36.922000 5.857305 
36.922500 5.855903 
36.923000 5.854531 
36.923500 5.853179 
36.924000 5.851660 
36.924500 5.850200 
36.925000 5.848632 
36.925500 5.847064 
36.926000 5.845339 
36.926500 5.843565 
36.927000 5.841840 
36.927500 5.840263 
36.928000 5.838401 
36.928500 5.836539 
36.929000 5.834863 
36.929500 5.833089 
36.930000 5.831217 
36.930500 5.829336 
36.931000 5.827748 
36.931500 5.825866 
36.932000 5.823887 
36.932500 5.822221 
36.933000 5.820290 
36.933500 5.818379 
36.934000 5.816370 
36.934500 5.814391 
36.935000 5.812244 
36.935500 5.810235 
36.936000 5.808089 
36.936500 5.806080 
36.937000 5.804130 
36.937500 5.802288 
36.938000 5.800210 
36.938500 5.797887 
36.939000 5.795643 
36.939500 5.793468 
36.940000 5.791223 
36.940500 5.788911 
36.941000 5.786588 
36.941500 5.784158 
36.942000 5.781619 
36.942500 5.779160 
36.943000 5.776621 
36.943500 5.774220 
36.944000 5.771986 
36.944500 5.769330 
36.945000 5.766861 
36.945500 5.764469 
36.946000 5.761823 
36.946500 5.759207 
36.947000 5.756776 
36.947500 5.754356 
36.948000 5.751769 
36.948500 5.749191 
36.949000 5.746712 
36.949500 5.743948 
36.950000 5.741341 
36.950500 5.738744 
36.951000 5.736030 
36.951500 5.733394 
36.952000 5.730728 
36.952500 5.728170 
36.953000 5.725299 
36.953500 5.722388 
36.954000 5.719468 
36.954500 5.716469 
36.955000 5.713509 
36.955500 5.710569 
36.956000 5.707904 
36.956500 5.704934 
36.957000 5.701994 
36.957500 5.698907 
36.958000 5.696065 
36.958500 5.692949 
36.959000 5.689862 
36.959500 5.686775 
36.960000 5.683698 
36.960500 5.680572 
36.961000 5.677641 
36.961500 5.674809 
36.962000 5.672153 
36.962500 5.669174 
36.963000 5.665911 
36.963500 5.662785 
36.964000 5.659707 
36.964500 5.656738 
36.965000 5.653739 
36.965500 5.650652 
36.966000 5.647418 
36.966500 5.644233 
36.967000 5.640862 
36.967500 5.637608 
36.968000 5.634365 
36.968500 5.631042 
36.969000 5.627818 
36.969500 5.624770 
36.970000 5.621742 
36.970500 5.618057 
36.971000 5.614539 
36.971500 5.611452 
36.972000 5.608189 
36.972500 5.604925 
36.973000 5.601760 
36.973500 5.598271 
36.974000 5.594743 
36.974500 5.591333 
36.975000 5.587795 
36.975500 5.584336 
36.976000 5.580778 
36.976500 5.577309 
36.977000 5.573899 
36.977500 5.570723 
36.978000 5.567303 
36.978500 5.563658 
36.979000 5.560090 
36.979500 5.556709 
36.980000 5.553123 
36.980500 5.549634 
36.981000 5.546155 
36.981500 5.543058 
36.982000 5.539628 
36.982500 5.536502 
36.983000 5.533033 
36.983500 5.529348 
36.984000 5.525722 
36.984500 5.522449 
36.985000 5.519068 
36.985500 5.515569 
36.986000 5.512012 
36.986500 5.508150 
36.987000 5.504377 
36.987500 5.500722 
36.988000 5.497214 
36.988500 5.493499 
36.989000 5.489873 
36.989500 5.486365 
36.990000 5.482641 
36.990500 5.478897 
36.991000 5.475115 
36.991500 5.471400 
36.992000 5.467559 
36.992500 5.463600 
36.993000 5.460003 
36.993500 5.456485 
36.994000 5.453133 
36.994500 5.449684 
36.995000 5.445989 
36.995500 5.442236 
36.996000 5.438727 
36.996500 5.435052 
36.997000 5.431318 
36.997500 5.427810 
36.998000 5.424409 
36.998500 5.421117 
36.999000 5.417412 
36.999500 5.413855 
37.000000 5.410180 
37.000500 5.406613 
37.001000 5.403085 
37.001500 5.399733 
37.002000 5.396372 
37.002500 5.392844 
37.003000 5.389120 
37.003500 5.385454 
37.004000 5.381701 
37.004500 5.377830 
37.005000 5.373792 
37.005500 5.369990 
37.006000 5.366197 
37.006500 5.362483 
37.007000 5.358828 
37.007500 5.355065 
37.008000 5.352850 
37.008500 5.348224 
37.009000 5.344314 
37.009500 5.340825 
37.010000 5.337493 
37.010500 5.334044 
37.011000 5.330192 
37.011500 5.326311 
37.012000 5.322646 
37.012500 5.319383 
37.013000 5.315865 
37.013500 5.312101 
37.014000 5.308505 
37.014500 5.304889 
37.015000 5.300851 
37.015500 5.297343 
37.016000 5.293452 
37.016500 5.289444 
37.017000 5.285661 
37.017500 5.282309 
37.018000 5.278860 
37.018500 5.275577 
37.019000 5.272353 
37.019500 5.268972 
37.020000 5.265336 
37.020500 5.261916 
37.021000 5.258407 
37.021500 5.254928 
37.022000 5.251341 
37.022500 5.248000 
37.023000 5.244815 
37.023500 5.241483 
37.024000 5.238043 
37.024500 5.234476 
37.025000 5.231330 
37.025500 5.227968 
37.026000 5.224470 
37.026500 5.220834 
37.027000 5.217149 
37.027500 5.213778 
37.028000 5.210328 
37.028500 5.206702 
37.029000 5.203361 
37.029500 5.200127 
37.030000 5.196618 
37.030500 5.192855 
37.031000 5.189288 
37.031500 5.185819 
37.032000 5.182467 
37.032500 5.179351 
37.033000 5.175970 
37.033500 5.172628 
37.034000 5.169178 
37.034500 5.165680 
37.035000 5.161838 
37.035500 5.158124 
37.036000 5.154625 
37.036500 5.151244 
37.037000 5.147873 
37.037500 5.144335 
37.038000 5.140964 
37.038500 5.137750 
37.039000 5.134153 
37.039500 5.130586 
37.040000 5.127038 
37.040500 5.123883 
37.041000 5.120511 
37.041500 5.116866 
37.042000 5.113181 
37.042500 5.109300 
37.043000 5.105694 
37.043500 5.102097 
37.044000 5.098471 
37.044500 5.094649 
37.045000 5.091131 
37.045500 5.087505 
37.046000 5.083850 
37.046500 5.080508 
37.047000 5.076862 
37.047500 5.073168 
37.048000 5.069424 
37.048500 5.065847 
37.049000 5.062035 
37.049500 5.058301 
37.050000 5.054528 
37.050500 5.050941 
37.051000 5.047384 
37.051500 5.043660 
37.052000 5.039808 
37.052500 5.036026 
37.053000 5.032302 
37.053500 5.028607 
37.054000 5.024981 
37.054500 5.020963 
37.055000 5.016867 
37.055500 5.012888 
37.056000 5.009350 
37.056500 5.005469 
37.057000 5.001922 
37.057500 4.998452 
37.058000 4.994826 
37.058500 4.991249 
37.059000 4.987486 
37.059500 4.983762 
37.060000 4.980087 
37.060500 4.976187 
37.061000 4.972355 
37.061500 4.968709 
37.062000 4.965064 
37.062500 4.960791 
37.063000 4.957077 
37.063500 4.953284 
37.064000 4.949599 
37.064500 4.945689 
37.065000 4.941955 
37.065500 4.938300 
37.066000 4.934684 
37.066500 4.930950 
37.067000 4.927167 
37.067500 4.923335 
37.068000 4.919709 
37.068500 4.915976 
37.069000 4.912232 
37.069500 4.908596 
37.070000 4.904892 
37.070500 4.901236 
37.071000 4.897454 
37.071500 4.893798 
37.072000 4.889731 
37.072500 4.885507 
37.073000 4.881891 
37.073500 4.878040 
37.074000 4.874218 
37.074500 4.870621 
37.075000 4.866760 
37.075500 4.863036 
37.076000 4.859194 
37.076500 4.855637 
37.077000 4.852040 
37.077500 4.848542 
37.078000 4.844622 
37.078500 4.840702 
37.079000 4.836850 
37.079500 4.833205 
37.080000 4.829353 
37.080500 4.825669 
37.081000 4.822327 
37.081500 4.818613 
37.082000 4.814781 
37.082500 4.811106 
37.083000 4.807294 
37.083500 4.803374 
37.084000 4.799542 
37.084500 4.795828 
37.085000 4.791908 
37.085500 4.787841 
37.086000 4.784068 
37.086500 4.780344 
37.087000 4.776433 
37.087500 4.772513 
37.088000 4.768495 
37.088500 4.764624 
37.089000 4.760949 
37.089500 4.757108 
37.090000 4.753188 
37.090500 4.749327 
37.091000 4.745485 
37.091500 4.741712 
37.092000 4.737900 
37.092500 4.733960 
37.093000 4.729952 
37.093500 4.726091 
37.094000 4.722337 
37.094500 4.718613 
37.095000 4.714880 
37.095500 4.710969 
37.096000 4.707118 
37.096500 4.703404 
37.097000 4.699631 
37.097500 4.695926 
37.098000 4.692163 
37.098500 4.688361 
37.099000 4.684627 
37.099500 4.680834 
37.100000 4.676983 
37.100500 4.673132 
37.101000 4.669476 
37.101500 4.665909 
37.102000 4.662195 
37.102500 4.658343 
37.103000 4.654492 
37.103500 4.650474 
37.104000 4.646770 
37.104500 4.642918 
37.105000 4.639165 
37.105500 4.635372 
37.106000 4.631599 
37.106500 4.627738 
37.107000 4.623906 
37.107500 4.620084 
37.108000 4.616419 
37.108500 4.612636 
37.109000 4.608951 
37.109500 4.605198 
37.110000 4.601503 
37.110500 4.597711 
37.111000 4.593810 
37.111500 4.589969 
37.112000 4.586098 
37.112500 4.582286 
37.113000 4.578503 
37.113500 4.574818 
37.114000 4.570927 
37.114500 4.567017 
37.115000 4.563107 
37.115500 4.559256 
37.116000 4.555355 
37.116500 4.551396 
37.117000 4.547633 
37.117500 4.543762 
37.118000 4.539979 
37.118500 4.536147 
37.119000 4.532492 
37.119500 4.528542 
37.120000 4.524701 
37.120500 4.520702 
37.121000 4.516929 
37.121500 4.513166 
37.122000 4.509305 
37.122500 4.505179 
37.123000 4.501171 
37.123500 4.497398 
37.124000 4.493566 
37.124500 4.489568 
37.125000 4.485638 
37.125500 4.481885 
37.126000 4.479729 
37.126500 4.474642 
37.127000 4.470438 
37.127500 4.466303 
37.128000 4.462118 
37.128500 4.458031 
37.129000 4.453886 
37.129500 4.449917 
37.130000 4.445879 
37.130500 4.441881 
37.131000 4.437902 
37.131500 4.433923 
37.132000 4.429876 
37.132500 4.425848 
37.133000 4.421703 
37.133500 4.417744 
37.134000 4.413706 
37.134500 4.409747 
37.135000 4.405533 
37.135500 4.401466 
37.136000 4.397438 
37.136500 4.393371 
37.137000 4.389118 
37.137500 4.385002 
37.138000 4.380856 
37.138500 4.376623 
37.139000 4.372497 
37.139500 4.368185 
37.140000 4.363912 
37.140500 4.359718 
37.141000 4.355416 
37.141500 4.351113 
37.142000 4.346880 
37.142500 4.342685 
37.143000 4.338481 
37.143500 4.334218 
37.144000 4.330141 
37.144500 4.325898 
37.145000 4.321792 
37.145500 4.317372 
37.146000 4.312952 
37.146500 4.308699 
37.147000 4.304573 
37.147500 4.300408 
37.148000 4.296057 
37.148500 4.291784 
37.149000 4.287590 
37.149500 4.283464 
37.150000 4.279142 
37.150500 4.274781 
37.151000 4.270753 
37.151500 4.266696 
37.152000 4.262453 
37.152500 4.258249 
37.153000 4.254123 
37.153500 4.250017 
37.154000 4.245783 
37.154500 4.241383 
37.155000 4.237237 
37.155500 4.232896 
37.156000 4.228525 
37.156500 4.224184 
37.157000 4.220156 
37.157500 4.215873 
37.158000 4.211846 
37.158500 4.207622 
37.159000 4.203418 
37.159500 4.199017 
37.160000 4.194686 
37.160500 4.190188 
37.161000 4.185729 
37.161500 4.181368 
37.162000 4.176967 
37.162500 4.172636 
37.163000 4.168275 
37.163500 4.163884 
37.164000 4.159494 
37.164500 4.155329 
37.165000 4.151272 
37.165500 4.147009 
37.166000 4.142628 
37.166500 4.138404 
37.167000 4.134220 
37.167500 4.129976 
37.168000 4.125684 
37.168500 4.121401 
37.169000 4.117138 
37.169500 4.112954 
37.170000 4.108544 
37.170500 4.103830 
37.171000 4.099381 
37.171500 4.095167 
37.172000 4.090855 
37.172500 4.086474 
37.173000 4.082045 
37.173500 4.077791 
37.174000 4.073460 
37.174500 4.069020 
37.175000 4.064581 
37.175500 4.059995 
37.176000 4.055545 
37.176500 4.051047 
37.177000 4.046549 
37.177500 4.042002 
37.178000 4.037425 
37.178500 4.032907 
37.179000 4.028292 
37.179500 4.023637 
37.180000 4.018903 
37.180500 4.014346 
37.181000 4.009730 
37.181500 4.005418 
37.182000 4.001038 
37.182500 3.996598 
37.183000 3.992130 
37.183500 3.987622 
37.184000 3.983123 
37.184500 3.978596 
37.185000 3.974049 
37.185500 3.969452 
37.186000 3.964954 
37.186500 3.960270 
37.187000 3.955752 
37.187500 3.951087 
37.188000 3.946726 
37.188500 3.942248 
37.189000 3.937602 
37.189500 3.933026 
37.190000 3.928283 
37.190500 3.923608 
37.191000 3.918875 
37.191500 3.914357 
37.192000 3.909731 
37.192500 3.904890 
37.193000 3.900176 
37.193500 3.895619 
37.194000 3.891052 
37.194500 3.886309 
37.195000 3.881419 
37.195500 3.876725 
37.196000 3.871923 
37.196500 3.867131 
37.197000 3.862662 
37.197500 3.858036 
37.198000 3.853479 
37.198500 3.848932 
37.199000 3.844365 
37.199500 3.839671 
37.200000 3.834840 
37.200500 3.830008 
37.201000 3.825069 
37.201500 3.820110 
37.202000 3.815171 
37.202500 3.810369 
37.203000 3.805851 
37.203500 3.801304 
37.204000 3.796737 
37.204500 3.791984 
37.205000 3.787466 
37.205500 3.782655 
37.206000 3.777774 
37.206500 3.772943 
37.207000 3.768219 
37.207500 3.763456 
37.208000 3.758733 
37.208500 3.754029 
37.209000 3.749217 
37.209500 3.744464 
37.210000 3.739613 
37.210500 3.734889 
37.211000 3.730068 
37.211500 3.725227 
37.212000 3.720542 
37.212500 3.715809 
37.213000 3.710909 
37.213500 3.705979 
37.214000 3.701089 
37.214500 3.696297 
37.215000 3.691456 
37.215500 3.686556 
37.216000 3.682087 
37.216500 3.677775 
37.217000 3.673091 
37.217500 3.668308 
37.218000 3.663496 
37.218500 3.658851 
37.219000 3.654186 
37.219500 3.649522 
37.220000 3.644857 
37.220500 3.640153 
37.221000 3.635370 
37.221500 3.630510 
37.222000 3.625649 
37.222500 3.620857 
37.223000 3.616133 
37.223500 3.611243 
37.224000 3.606480 
37.224500 3.601854 
37.225000 3.597023 
37.225500 3.592231 
37.226000 3.587350 
37.226500 3.582401 
37.227000 3.577492 
37.227500 3.572464 
37.228000 3.567564 
37.228500 3.562615 
37.229000 3.557803 
37.229500 3.553119 
37.230000 3.548258 
37.230500 3.543437 
37.231000 3.538615 
37.231500 3.533823 
37.232000 3.529099 
37.232500 3.524366 
37.233000 3.519672 
37.233500 3.514840 
37.234000 3.510028 
37.234500 3.505364 
37.235000 3.500748 
37.235500 3.495985 
37.236000 3.491095 
37.236500 3.486234 
37.237000 3.481432 
37.237500 3.476552 
37.238000 3.471730 
37.238500 3.466997 
37.239000 3.462263 
37.239500 3.457608 
37.240000 3.452894 
37.240500 3.448073 
37.241000 3.443173 
37.241500 3.438410 
37.242000 3.433696 
37.242500 3.429002 
37.243000 3.424190 
37.243500 3.419359 
37.244000 3.414518 
37.244500 3.409667 
37.245000 3.404865 
37.245500 3.400063 
37.246000 3.395212 
37.246500 3.390498 
37.247000 3.385696 
37.247500 3.380972 
37.248000 3.376160 
37.248500 3.371456 
37.249000 3.366772 
37.249500 3.362097 
37.250000 3.357423 
37.250500 3.352748 
37.251000 3.348103 
37.251500 3.343438 
37.252000 3.338881 
37.252500 3.334216 
37.253000 3.329571 
37.253500 3.324906 
37.254000 3.320242 
37.254500 3.315400 
37.255000 3.310598 
