0.185  (-0.13875 0 0) 
0.1855  (-0.139125 0 0) 
0.186  (-0.1395 0 0) 
0.1865  (-0.139875 0 0) 
0.187  (-0.14025 0 0) 
0.1875  (-0.140625 0 0) 
0.188  (-0.141 0 0) 
0.1885  (-0.141375 0 0) 
0.189  (-0.14175 0 0) 
0.1895  (-0.142125 0 0) 
0.19  (-0.1425 0 0) 
0.1905  (-0.142875 0 0) 
0.191  (-0.14325 0 0) 
0.1915  (-0.143625 0 0) 
0.192  (-0.144 0 0) 
0.1925  (-0.144375 0 0) 
0.193  (-0.14475 0 0) 
0.1935  (-0.145125 0 0) 
0.194  (-0.1455 0 0) 
0.1945  (-0.145875 0 0) 
0.195  (-0.14625 0 0) 
0.1955  (-0.146625 0 0) 
0.196  (-0.147 0 0) 
0.1965  (-0.147375 0 0) 
0.197  (-0.14775 0 0) 
0.1975  (-0.148125 0 0) 
0.198  (-0.1485 0 0) 
0.1985  (-0.148875 0 0) 
0.199  (-0.14925 0 0) 
0.1995  (-0.149625 0 0) 
0.2  (-0.15 0 0) 
0.2005  (-0.150375 0 0) 
0.201  (-0.15075 0 0) 
0.2015  (-0.151125 0 0) 
0.202  (-0.1515 0 0) 
0.2025  (-0.151875 0 0) 
0.203  (-0.15225 0 0) 
0.2035  (-0.152625 0 0) 
0.204  (-0.153 0 0) 
0.2045  (-0.153375 0 0) 
0.205  (-0.15375 0 0) 
0.2055  (-0.154125 0 0) 
0.206  (-0.1545 0 0) 
0.2065  (-0.154875 0 0) 
0.207  (-0.15525 0 0) 
0.2075  (-0.155625 0 0) 
0.208  (-0.156 0 0) 
0.2085  (-0.156375 0 0) 
0.209  (-0.15675 0 0) 
0.2095  (-0.157125 0 0) 
0.21  (-0.1575 0 0) 
0.2105  (-0.157875 0 0) 
0.211  (-0.15825 0 0) 
0.2115  (-0.158625 0 0) 
0.212  (-0.159 0 0) 
0.2125  (-0.159375 0 0) 
0.213  (-0.15975 0 0) 
0.2135  (-0.160125 0 0) 
0.214  (-0.1605 0 0) 
0.2145  (-0.160875 0 0) 
0.215  (-0.16125 0 0) 
0.2155  (-0.161625 0 0) 
0.216  (-0.162 0 0) 
0.2165  (-0.162375 0 0) 
0.217  (-0.16275 0 0) 
0.2175  (-0.163125 0 0) 
0.218  (-0.1635 0 0) 
0.2185  (-0.163875 0 0) 
0.219  (-0.16425 0 0) 
0.2195  (-0.164625 0 0) 
0.22  (-0.165 0 0) 
0.2205  (-0.165375 0 0) 
0.221  (-0.16575 0 0) 
0.2215  (-0.166125 0 0) 
0.222  (-0.1665 0 0) 
0.2225  (-0.166875 0 0) 
0.223  (-0.16725 0 0) 
0.2235  (-0.167625 0 0) 
0.224  (-0.168 0 0) 
0.2245  (-0.168375 0 0) 
0.225  (-0.16875 0 0) 
0.2255  (-0.169125 0 0) 
0.226  (-0.1695 0 0) 
0.2265  (-0.169875 0 0) 
0.227  (-0.17025 0 0) 
0.2275  (-0.170625 0 0) 
0.228  (-0.171 0 0) 
0.2285  (-0.171375 0 0) 
0.229  (-0.17175 0 0) 
0.2295  (-0.172125 0 0) 
0.23  (-0.1725 0 0) 
0.2305  (-0.172875 0 0) 
0.231  (-0.17325 0 0) 
0.2315  (-0.173625 0 0) 
0.232  (-0.174 0 0) 
0.2325  (-0.174375 0 0) 
0.233  (-0.17475 0 0) 
0.2335  (-0.175125 0 0) 
0.234  (-0.1755 0 0) 
0.2345  (-0.175875 0 0) 
0.235  (-0.17625 0 0) 
0.2355  (-0.176625 0 0) 
0.236  (-0.177 0 0) 
0.2365  (-0.177375 0 0) 
0.237  (-0.17775 0 0) 
0.2375  (-0.178125 0 0) 
0.238  (-0.1785 0 0) 
0.2385  (-0.178875 0 0) 
0.239  (-0.17925 0 0) 
0.2395  (-0.179625 0 0) 
0.24  (-0.18 0 0) 
0.2405  (-0.180375 0 0) 
0.241  (-0.18075 0 0) 
0.2415  (-0.181125 0 0) 
0.242  (-0.1815 0 0) 
0.2425  (-0.181875 0 0) 
0.243  (-0.18225 0 0) 
0.2435  (-0.182625 0 0) 
0.244  (-0.183 0 0) 
0.2445  (-0.183375 0 0) 
0.245  (-0.18375 0 0) 
0.2455  (-0.184125 0 0) 
0.246  (-0.1845 0 0) 
0.2465  (-0.184875 0 0) 
0.247  (-0.18525 0 0) 
0.2475  (-0.185625 0 0) 
0.248  (-0.186 0 0) 
0.2485  (-0.186375 0 0) 
0.249  (-0.18675 0 0) 
0.2495  (-0.187125 0 0) 
0.25  (-0.1875 0 0) 
0.2505  (-0.187875 0 0) 
0.251  (-0.18825 0 0) 
0.2515  (-0.188625 0 0) 
0.252  (-0.189 0 0) 
0.2525  (-0.189375 0 0) 
0.253  (-0.18975 0 0) 
0.2535  (-0.190125 0 0) 
0.254  (-0.1905 0 0) 
0.2545  (-0.190875 0 0) 
0.255  (-0.19125 0 0) 
0.2555  (-0.191625 0 0) 
0.256  (-0.192 0 0) 
0.2565  (-0.192375 0 0) 
0.257  (-0.19275 0 0) 
0.2575  (-0.193125 0 0) 
0.258  (-0.1935 0 0) 
0.2585  (-0.193875 0 0) 
0.259  (-0.19425 0 0) 
0.2595  (-0.194625 0 0) 
0.26  (-0.195 0 0) 
0.2605  (-0.195375 0 0) 
0.261  (-0.19575 0 0) 
0.2615  (-0.196125 0 0) 
0.262  (-0.1965 0 0) 
0.2625  (-0.196875 0 0) 
0.263  (-0.19725 0 0) 
0.2635  (-0.197625 0 0) 
0.264  (-0.198 0 0) 
0.2645  (-0.198375 0 0) 
0.265  (-0.19875 0 0) 
0.2655  (-0.199125 0 0) 
0.266  (-0.1995 0 0) 
0.2665  (-0.199875 0 0) 
0.267  (-0.20025 0 0) 
0.2675  (-0.200625 0 0) 
0.268  (-0.201 0 0) 
0.2685  (-0.201375 0 0) 
0.269  (-0.20175 0 0) 
0.2695  (-0.202125 0 0) 
0.27  (-0.2025 0 0) 
0.2705  (-0.202875 0 0) 
0.271  (-0.20325 0 0) 
0.2715  (-0.203625 0 0) 
0.272  (-0.204 0 0) 
0.2725  (-0.204375 0 0) 
0.273  (-0.20475 0 0) 
0.2735  (-0.205125 0 0) 
0.274  (-0.2055 0 0) 
0.2745  (-0.205875 0 0) 
0.275  (-0.20625 0 0) 
0.2755  (-0.206625 0 0) 
0.276  (-0.207 0 0) 
0.2765  (-0.207375 0 0) 
0.277  (-0.20775 0 0) 
0.2775  (-0.208125 0 0) 
0.278  (-0.2085 0 0) 
0.2785  (-0.208875 0 0) 
0.279  (-0.20925 0 0) 
0.2795  (-0.209625 0 0) 
0.28  (-0.21 0 0) 
0.2805  (-0.210375 0 0) 
0.281  (-0.21075 0 0) 
0.2815  (-0.211125 0 0) 
0.282  (-0.2115 0 0) 
0.2825  (-0.211875 0 0) 
0.283  (-0.21225 0 0) 
0.2835  (-0.212625 0 0) 
0.284  (-0.213 0 0) 
0.2845  (-0.213375 0 0) 
0.285  (-0.21375 0 0) 
0.2855  (-0.214125 0 0) 
0.286  (-0.2145 0 0) 
0.2865  (-0.214875 0 0) 
0.287  (-0.21525 0 0) 
0.2875  (-0.215625 0 0) 
0.288  (-0.216 0 0) 
0.2885  (-0.216375 0 0) 
0.289  (-0.21675 0 0) 
0.2895  (-0.217125 0 0) 
0.29  (-0.2175 0 0) 
0.2905  (-0.217875 0 0) 
0.291  (-0.21825 0 0) 
0.2915  (-0.218625 0 0) 
0.292  (-0.219 0 0) 
0.2925  (-0.219375 0 0) 
0.293  (-0.21975 0 0) 
0.2935  (-0.220125 0 0) 
0.294  (-0.2205 0 0) 
0.2945  (-0.220875 0 0) 
0.295  (-0.22125 0 0) 
0.2955  (-0.221625 0 0) 
0.296  (-0.222 0 0) 
0.2965  (-0.222375 0 0) 
0.297  (-0.22275 0 0) 
0.2975  (-0.223125 0 0) 
0.298  (-0.2235 0 0) 
0.2985  (-0.223875 0 0) 
0.299  (-0.22425 0 0) 
0.2995  (-0.224625 0 0) 
0.3  (-0.225 0 0) 
0.3005  (-0.225375 0 0) 
0.301  (-0.22575 0 0) 
0.3015  (-0.226125 0 0) 
0.302  (-0.2265 0 0) 
0.3025  (-0.226875 0 0) 
0.303  (-0.22725 0 0) 
0.3035  (-0.227625 0 0) 
0.304  (-0.228 0 0) 
0.3045  (-0.228375 0 0) 
0.305  (-0.22875 0 0) 
0.3055  (-0.229125 0 0) 
0.306  (-0.2295 0 0) 
0.3065  (-0.229875 0 0) 
0.307  (-0.23025 0 0) 
0.3075  (-0.230625 0 0) 
0.308  (-0.231 0 0) 
0.3085  (-0.231375 0 0) 
0.309  (-0.23175 0 0) 
0.3095  (-0.232125 0 0) 
0.31  (-0.2325 0 0) 
0.3105  (-0.232875 0 0) 
0.311  (-0.23325 0 0) 
0.3115  (-0.233625 0 0) 
0.312  (-0.234 0 0) 
0.3125  (-0.234375 0 0) 
0.313  (-0.23475 0 0) 
0.3135  (-0.235125 0 0) 
0.314  (-0.2355 0 0) 
0.3145  (-0.235875 0 0) 
0.315  (-0.23625 0 0) 
0.3155  (-0.236625 0 0) 
0.316  (-0.237 0 0) 
0.3165  (-0.237375 0 0) 
0.317  (-0.23775 0 0) 
0.3175  (-0.238125 0 0) 
0.318  (-0.2385 0 0) 
0.3185  (-0.238875 0 0) 
0.319  (-0.23925 0 0) 
0.3195  (-0.239625 0 0) 
0.32  (-0.24 0 0) 
0.3205  (-0.240375 0 0) 
0.321  (-0.24075 0 0) 
0.3215  (-0.241125 0 0) 
0.322  (-0.2415 0 0) 
0.3225  (-0.241875 0 0) 
0.323  (-0.24225 0 0) 
0.3235  (-0.242625 0 0) 
0.324  (-0.243 0 0) 
0.3245  (-0.243375 0 0) 
0.325  (-0.24375 0 0) 
0.3255  (-0.244125 0 0) 
0.326  (-0.2445 0 0) 
0.3265  (-0.244875 0 0) 
0.327  (-0.24525 0 0) 
0.3275  (-0.245625 0 0) 
0.328  (-0.246 0 0) 
0.3285  (-0.246375 0 0) 
0.329  (-0.24675 0 0) 
0.3295  (-0.247125 0 0) 
0.33  (-0.2475 0 0) 
0.3305  (-0.247875 0 0) 
0.331  (-0.24825 0 0) 
0.3315  (-0.248625 0 0) 
0.332  (-0.249 0 0) 
0.3325  (-0.249375 0 0) 
0.333  (-0.24975 0 0) 
0.3335  (-0.250125 0 0) 
0.334  (-0.2505 0 0) 
0.3345  (-0.250875 0 0) 
0.335  (-0.25125 0 0) 
0.3355  (-0.251625 0 0) 
0.336  (-0.252 0 0) 
0.3365  (-0.252375 0 0) 
0.337  (-0.25275 0 0) 
0.3375  (-0.253125 0 0) 
0.338  (-0.2535 0 0) 
0.3385  (-0.253875 0 0) 
0.339  (-0.25425 0 0) 
0.3395  (-0.254625 0 0) 
0.34  (-0.255 0 0) 
0.3405  (-0.255375 0 0) 
0.341  (-0.25575 0 0) 
0.3415  (-0.256125 0 0) 
0.342  (-0.2565 0 0) 
0.3425  (-0.256875 0 0) 
0.343  (-0.25725 0 0) 
0.3435  (-0.257625 0 0) 
0.344  (-0.258 0 0) 
0.3445  (-0.258375 0 0) 
0.345  (-0.25875 0 0) 
0.3455  (-0.259125 0 0) 
0.346  (-0.2595 0 0) 
0.3465  (-0.259875 0 0) 
0.347  (-0.26025 0 0) 
0.3475  (-0.260625 0 0) 
0.348  (-0.261 0 0) 
0.3485  (-0.261375 0 0) 
0.349  (-0.26175 0 0) 
0.3495  (-0.262125 0 0) 
0.35  (-0.2625 0 0) 
0.3505  (-0.262875 0 0) 
0.351  (-0.26325 0 0) 
0.3515  (-0.263625 0 0) 
0.352  (-0.264 0 0) 
0.3525  (-0.264375 0 0) 
0.353  (-0.26475 0 0) 
0.3535  (-0.265125 0 0) 
0.354  (-0.2655 0 0) 
0.3545  (-0.265875 0 0) 
0.355  (-0.26625 0 0) 
0.3555  (-0.266625 0 0) 
0.356  (-0.267 0 0) 
0.3565  (-0.267375 0 0) 
0.357  (-0.26775 0 0) 
0.3575  (-0.268125 0 0) 
0.358  (-0.2685 0 0) 
0.3585  (-0.268875 0 0) 
0.359  (-0.26925 0 0) 
0.3595  (-0.269625 0 0) 
0.36  (-0.27 0 0) 
0.3605  (-0.270375 0 0) 
0.361  (-0.27075 0 0) 
0.3615  (-0.271125 0 0) 
0.362  (-0.2715 0 0) 
0.3625  (-0.271875 0 0) 
0.363  (-0.27225 0 0) 
0.3635  (-0.272625 0 0) 
0.364  (-0.273 0 0) 
0.3645  (-0.273375 0 0) 
0.365  (-0.27375 0 0) 
0.3655  (-0.274125 0 0) 
0.366  (-0.2745 0 0) 
0.3665  (-0.274875 0 0) 
0.367  (-0.27525 0 0) 
0.3675  (-0.275625 0 0) 
0.368  (-0.276 0 0) 
0.3685  (-0.276375 0 0) 
0.369  (-0.27675 0 0) 
0.3695  (-0.277125 0 0) 
0.37  (-0.2775 0 0) 
0.3705  (-0.277875 0 0) 
0.371  (-0.27825 0 0) 
0.3715  (-0.278625 0 0) 
0.372  (-0.279 0 0) 
0.3725  (-0.279375 0 0) 
0.373  (-0.27975 0 0) 
0.3735  (-0.280125 0 0) 
0.374  (-0.2805 0 0) 
0.3745  (-0.280875 0 0) 
0.375  (-0.28125 0 0) 
0.3755  (-0.281625 0 0) 
0.376  (-0.282 0 0) 
0.3765  (-0.282375 0 0) 
0.377  (-0.28275 0 0) 
0.3775  (-0.283125 0 0) 
0.378  (-0.2835 0 0) 
0.3785  (-0.283875 0 0) 
0.379  (-0.28425 0 0) 
0.3795  (-0.284625 0 0) 
0.38  (-0.285 0 0) 
0.3805  (-0.285375 0 0) 
0.381  (-0.28575 0 0) 
0.3815  (-0.286125 0 0) 
0.382  (-0.2865 0 0) 
0.3825  (-0.286875 0 0) 
0.383  (-0.28725 0 0) 
0.3835  (-0.287625 0 0) 
0.384  (-0.288 0 0) 
0.3845  (-0.288375 0 0) 
0.385  (-0.28875 0 0) 
0.3855  (-0.289125 0 0) 
0.386  (-0.2895 0 0) 
0.3865  (-0.289875 0 0) 
0.387  (-0.29025 0 0) 
0.3875  (-0.290625 0 0) 
0.388  (-0.291 0 0) 
0.3885  (-0.291375 0 0) 
0.389  (-0.29175 0 0) 
0.3895  (-0.292125 0 0) 
0.39  (-0.2925 0 0) 
0.3905  (-0.292875 0 0) 
0.391  (-0.29325 0 0) 
0.3915  (-0.293625 0 0) 
0.392  (-0.294 0 0) 
0.3925  (-0.294375 0 0) 
0.393  (-0.29475 0 0) 
0.3935  (-0.295125 0 0) 
0.394  (-0.2955 0 0) 
0.3945  (-0.295875 0 0) 
0.395  (-0.29625 0 0) 
0.3955  (-0.296625 0 0) 
0.396  (-0.297 0 0) 
0.3965  (-0.297375 0 0) 
0.397  (-0.29775 0 0) 
0.3975  (-0.298125 0 0) 
0.398  (-0.2985 0 0) 
0.3985  (-0.298875 0 0) 
0.399  (-0.29925 0 0) 
0.3995  (-0.299625 0 0) 
0.4  (-0.3 0 0) 
0.4005  (-0.300375 0 0) 
0.401  (-0.30075 0 0) 
0.4015  (-0.301125 0 0) 
0.402  (-0.3015 0 0) 
0.4025  (-0.301875 0 0) 
