Time(s) Pressure(mBar)
36.862000 -0.012666 
36.863000 -0.011867 
36.864000 -0.011414 
36.865000 -0.011194 
36.866000 -0.011067 
36.867000 -0.010990 
36.868000 -0.010964 
36.869000 -0.010970 
36.870000 -0.010969 
36.871000 -0.010973 
36.872000 -0.010988 
36.873000 -0.010999 
36.874000 -0.010986 
36.875000 -0.010970 
36.876000 -0.010964 
36.877000 -0.010969 
36.878000 -0.010990 
36.879000 -0.011016 
36.880000 -0.011032 
36.881000 -0.011041 
36.882000 -0.011052 
36.883000 -0.011063 
36.884000 -0.011072 
36.885000 -0.011087 
36.886000 -0.011112 
36.887000 -0.010957 
36.888000 -0.011154 
36.889000 -0.011196 
36.890000 -0.011195 
36.891000 -0.011225 
36.892000 -0.011275 
36.893000 -0.011331 
36.894000 -0.011354 
36.895000 -0.011358 
36.896000 -0.011347 
36.897000 -0.011333 
36.898000 -0.011328 
36.899000 -0.011341 
36.900000 -0.011360 
36.901000 -0.011380 
36.902000 -0.011404 
36.903000 -0.011428 
36.904000 -0.011455 
36.905000 -0.011457 
36.906000 -0.011473 
36.907000 -0.011523 
36.908000 -0.011591 
36.909000 -0.011667 
36.910000 -0.011738 
36.911000 -0.011792 
36.912000 -0.011824 
36.913000 -0.011820 
36.914000 -0.011796 
36.915000 -0.011765 
36.916000 -0.011742 
36.917000 -0.011728 
36.918000 -0.011724 
36.919000 -0.011731 
36.920000 -0.011752 
36.921000 -0.011777 
36.922000 -0.011807 
36.923000 -0.011844 
36.924000 -0.011889 
36.925000 -0.011941 
36.926000 -0.011977 
36.927000 -0.012008 
36.928000 -0.012059 
36.929000 -0.012117 
36.930000 -0.012177 
36.931000 -0.012229 
36.932000 -0.012332 
36.933000 -0.012365 
36.934000 -0.012380 
36.935000 -0.012371 
36.936000 -0.012319 
36.937000 -0.012272 
36.938000 -0.012261 
36.939000 -0.012251 
36.940000 -0.012240 
36.941000 -0.012239 
36.942000 -0.012238 
36.943000 -0.012250 
36.944000 -0.012267 
36.945000 -0.012286 
36.946000 -0.012288 
36.947000 -0.012278 
36.948000 -0.012234 
36.949000 -0.012186 
36.950000 -0.012125 
36.951000 -0.012063 
36.952000 -0.012027 
36.953000 -0.012010 
36.954000 -0.012003 
36.955000 -0.012024 
36.956000 -0.012049 
36.957000 -0.012089 
36.958000 -0.012124 
36.959000 -0.012180 
36.960000 -0.012224 
36.961000 -0.012265 
36.962000 -0.012300 
36.963000 -0.012337 
36.964000 -0.012397 
36.965000 -0.012480 
36.966000 -0.012554 
36.967000 -0.012603 
36.968000 -0.012588 
36.969000 -0.012608 
36.970000 -0.012620 
36.971000 -0.012618 
36.972000 -0.012600 
36.973000 -0.012583 
36.974000 -0.012565 
36.975000 -0.012539 
36.976000 -0.012487 
36.977000 -0.012445 
36.978000 -0.012443 
36.979000 -0.012445 
36.980000 -0.012428 
36.981000 -0.012406 
36.982000 -0.012391 
36.983000 -0.012383 
36.984000 -0.012377 
36.985000 -0.012366 
36.986000 -0.012355 
36.987000 -0.012344 
36.988000 -0.012336 
36.989000 -0.012333 
36.990000 -0.012323 
36.991000 -0.012320 
36.992000 -0.012326 
36.993000 -0.012339 
36.994000 -0.012355 
36.995000 -0.012357 
36.996000 -0.012359 
36.997000 -0.012378 
36.998000 -0.012393 
36.999000 -0.012400 
37.000000 -0.012399 
37.001000 -0.012405 
37.002000 -0.012404 
37.003000 -0.012396 
37.004000 -0.012400 
37.005000 -0.012406 
37.006000 -0.012401 
37.007000 -0.012387 
37.008000 -0.012404 
37.009000 -0.012401 
37.010000 -0.012390 
37.011000 -0.012393 
37.012000 -0.012398 
37.013000 -0.012396 
37.014000 -0.012407 
37.015000 -0.012410 
