Time(s) Surface_Elevation(m)
37.351000 0.009411 
37.352000 0.009374 
37.353000 0.009337 
37.354000 0.009300 
37.355000 0.009263 
37.356000 0.009227 
37.357000 0.009190 
37.358000 0.009154 
37.359000 0.009118 
37.360000 0.009082 
37.361000 0.009046 
37.362000 0.009010 
37.363000 0.008975 
37.364000 0.008939 
37.365000 0.008904 
37.366000 0.008869 
37.367000 0.008834 
37.368000 0.008799 
37.369000 0.008764 
37.370000 0.008729 
37.371000 0.008695 
37.372000 0.008660 
37.373000 0.008626 
37.374000 0.008592 
37.375000 0.008558 
37.376000 0.008524 
37.377000 0.008490 
37.378000 0.008457 
37.379000 0.008423 
37.380000 0.008390 
37.381000 0.008356 
37.382000 0.008323 
37.383000 0.008290 
37.384000 0.008257 
37.385000 0.008224 
37.386000 0.008191 
37.387000 0.008159 
37.388000 0.008126 
37.389000 0.008094 
37.390000 0.008061 
37.391000 0.008029 
37.392000 0.007997 
37.393000 0.007965 
37.394000 0.007933 
37.395000 0.007901 
37.396000 0.007870 
37.397000 0.007838 
37.398000 0.007806 
37.399000 0.007775 
37.400000 0.007744 
37.401000 0.007712 
37.402000 0.007681 
37.403000 0.007650 
37.404000 0.007619 
37.405000 0.007588 
37.406000 0.007557 
37.407000 0.007527 
37.408000 0.007496 
37.409000 0.007466 
37.410000 0.007435 
37.411000 0.007405 
37.412000 0.007374 
37.413000 0.007344 
37.414000 0.007314 
37.415000 0.007284 
37.416000 0.007254 
37.417000 0.007224 
37.418000 0.007194 
37.419000 0.007165 
37.420000 0.007135 
37.421000 0.007106 
37.422000 0.007076 
37.423000 0.007047 
37.424000 0.007017 
37.425000 0.006988 
37.426000 0.006959 
37.427000 0.006930 
37.428000 0.006901 
37.429000 0.006872 
37.430000 0.006843 
37.431000 0.006814 
37.432000 0.006785 
37.433000 0.006757 
37.434000 0.006728 
37.435000 0.006700 
37.436000 0.006671 
37.437000 0.006643 
37.438000 0.006615 
37.439000 0.006587 
37.440000 0.006558 
37.441000 0.006530 
37.442000 0.006502 
37.443000 0.006475 
37.444000 0.006447 
37.445000 0.006419 
37.446000 0.006391 
37.447000 0.006364 
37.448000 0.006336 
37.449000 0.006309 
37.450000 0.006281 
37.451000 0.006254 
37.452000 0.006227 
37.453000 0.006200 
37.454000 0.006172 
37.455000 0.006145 
37.456000 0.006118 
37.457000 0.006092 
37.458000 0.006065 
37.459000 0.006038 
37.460000 0.006011 
37.461000 0.005985 
37.462000 0.005958 
37.463000 0.005932 
37.464000 0.005905 
37.465000 0.005879 
37.466000 0.005852 
37.467000 0.005826 
37.468000 0.005800 
37.469000 0.005774 
37.470000 0.005748 
37.471000 0.005722 
37.472000 0.005696 
37.473000 0.005670 
37.474000 0.005645 
37.475000 0.005619 
37.476000 0.005594 
37.477000 0.005570 
37.478000 0.005545 
37.479000 0.005521 
37.480000 0.005497 
37.481000 0.005473 
37.482000 0.005449 
37.483000 0.005426 
37.484000 0.005402 
37.485000 0.005379 
37.486000 0.005356 
37.487000 0.005333 
37.488000 0.005311 
37.489000 0.005288 
37.490000 0.005266 
37.491000 0.005243 
37.492000 0.005221 
37.493000 0.005199 
37.494000 0.005177 
37.495000 0.005155 
37.496000 0.005133 
37.497000 0.005112 
37.498000 0.005090 
37.499000 0.005069 
37.500000 0.005048 
37.501000 0.005027 
37.502000 0.005006 
37.503000 0.004985 
37.504000 0.004965 
37.505000 0.004944 
37.506000 0.004924 
37.507000 0.004904 
37.508000 0.004883 
37.509000 0.004863 
37.510000 0.004843 
37.511000 0.004824 
37.512000 0.004804 
37.513000 0.004784 
37.514000 0.004765 
37.515000 0.004745 
37.516000 0.004726 
37.517000 0.004706 
37.518000 0.004687 
37.519000 0.004668 
37.520000 0.004649 
37.521000 0.004629 
37.522000 0.004610 
37.523000 0.004591 
37.524000 0.004573 
37.525000 0.004554 
37.526000 0.004535 
37.527000 0.004516 
37.528000 0.004497 
37.529000 0.004479 
37.530000 0.004460 
37.531000 0.004442 
37.532000 0.004423 
37.533000 0.004404 
37.534000 0.004386 
37.535000 0.004367 
37.536000 0.004349 
37.537000 0.004330 
37.538000 0.004312 
37.539000 0.004293 
37.540000 0.004275 
37.541000 0.004256 
37.542000 0.004238 
37.543000 0.004219 
37.544000 0.004201 
37.545000 0.004182 
37.546000 0.004164 
37.547000 0.004145 
37.548000 0.004127 
37.549000 0.004108 
37.550000 0.004090 
37.551000 0.004071 
37.552000 0.004052 
37.553000 0.004034 
37.554000 0.004015 
37.555000 0.003996 
37.556000 0.003977 
37.557000 0.003958 
37.558000 0.003939 
37.559000 0.003920 
37.560000 0.003901 
37.561000 0.003882 
37.562000 0.003863 
37.563000 0.003843 
37.564000 0.003824 
37.565000 0.003804 
37.566000 0.003785 
37.567000 0.003765 
37.568000 0.003745 
37.569000 0.003725 
37.570000 0.003706 
37.571000 0.003685 
37.572000 0.003665 
37.573000 0.003645 
37.574000 0.003625 
37.575000 0.003604 
37.576000 0.003584 
37.577000 0.003563 
37.578000 0.003542 
37.579000 0.003521 
37.580000 0.003500 
37.581000 0.003479 
37.582000 0.003457 
37.583000 0.003436 
37.584000 0.003414 
37.585000 0.003392 
37.586000 0.003370 
37.587000 0.003348 
37.588000 0.003326 
37.589000 0.003303 
37.590000 0.003280 
37.591000 0.003258 
37.592000 0.003235 
37.593000 0.003211 
37.594000 0.003188 
37.595000 0.003165 
37.596000 0.003141 
37.597000 0.003117 
37.598000 0.003093 
37.599000 0.003068 
37.600000 0.003044 
37.601000 0.003019 
37.602000 0.002994 
37.603000 0.002969 
37.604000 0.002943 
37.605000 0.002918 
37.606000 0.002892 
37.607000 0.002866 
37.608000 0.002839 
37.609000 0.002813 
37.610000 0.002786 
37.611000 0.002758 
37.612000 0.002731 
37.613000 0.002703 
37.614000 0.002676 
37.615000 0.002647 
37.616000 0.002619 
37.617000 0.002590 
37.618000 0.002561 
37.619000 0.002532 
37.620000 0.002502 
37.621000 0.002472 
37.622000 0.002442 
37.623000 0.002412 
37.624000 0.002381 
37.625000 0.002350 
37.626000 0.002319 
37.627000 0.002287 
37.628000 0.002255 
37.629000 0.002222 
37.630000 0.002189 
37.631000 0.002156 
37.632000 0.002123 
37.633000 0.002085 
37.634000 0.002047 
37.635000 0.002008 
37.636000 0.001969 
37.637000 0.001930 
37.638000 0.001892 
37.639000 0.001853 
37.640000 0.001814 
37.641000 0.001774 
37.642000 0.001734 
37.643000 0.001694 
37.644000 0.001653 
37.645000 0.001612 
37.646000 0.001571 
37.647000 0.001529 
37.648000 0.001486 
37.649000 0.001444 
37.650000 0.001401 
37.651000 0.001357 
37.652000 0.001313 
37.653000 0.001269 
37.654000 0.001224 
37.655000 0.001179 
37.656000 0.001133 
37.657000 0.001087 
37.658000 0.001040 
37.659000 0.000993 
37.660000 0.000946 
37.661000 0.000898 
37.662000 0.000849 
37.663000 0.000800 
37.664000 0.000751 
37.665000 0.000701 
37.666000 0.000651 
37.667000 0.000600 
37.668000 0.000548 
37.669000 0.000496 
37.670000 0.000444 
37.671000 0.000391 
37.672000 0.000337 
37.673000 0.000283 
37.674000 0.000229 
37.675000 0.000173 
37.676000 0.000117 
37.677000 0.000061 
37.678000 0.000004 
37.679000 -0.000054 
37.680000 -0.000112 
37.681000 -0.000171 
37.682000 -0.000230 
37.683000 -0.000290 
37.684000 -0.000351 
37.685000 -0.000413 
37.686000 -0.000475 
37.687000 -0.000538 
37.688000 -0.000602 
37.689000 -0.000667 
37.690000 -0.000732 
37.691000 -0.000798 
37.692000 -0.000865 
37.693000 -0.000933 
37.694000 -0.001001 
37.695000 -0.001071 
37.696000 -0.001141 
37.697000 -0.001213 
37.698000 -0.001285 
37.699000 -0.001359 
37.700000 -0.001433 
37.701000 -0.001508 
37.702000 -0.001585 
37.703000 -0.001663 
37.704000 -0.001741 
37.705000 -0.001821 
37.706000 -0.001903 
37.707000 -0.001985 
37.708000 -0.002069 
37.709000 -0.002154 
37.710000 -0.002241 
37.711000 -0.002329 
37.712000 -0.002419 
37.713000 -0.002510 
37.714000 -0.002603 
37.715000 -0.002698 
37.716000 -0.002794 
37.717000 -0.002892 
37.718000 -0.002990 
37.719000 -0.003088 
37.720000 -0.003185 
37.721000 -0.003282 
37.722000 -0.003379 
37.723000 -0.003476 
37.724000 -0.003572 
37.725000 -0.003668 
37.726000 -0.003764 
37.727000 -0.003860 
37.728000 -0.003955 
37.729000 -0.004051 
37.730000 -0.004146 
37.731000 -0.004241 
37.732000 -0.004336 
37.733000 -0.004431 
37.734000 -0.004526 
37.735000 -0.004621 
37.736000 -0.004716 
37.737000 -0.004811 
37.738000 -0.004907 
37.739000 -0.005002 
37.740000 -0.005097 
37.741000 -0.005192 
37.742000 -0.005288 
37.743000 -0.005383 
37.744000 -0.005479 
37.745000 -0.005575 
37.746000 -0.005671 
37.747000 -0.005767 
37.748000 -0.005864 
37.749000 -0.005960 
37.750000 -0.006057 
37.751000 -0.006154 
37.752000 -0.006252 
37.753000 -0.006348 
37.754000 -0.006457 
37.755000 -0.006567 
37.756000 -0.006678 
37.757000 -0.006790 
37.758000 -0.006900 
37.759000 -0.007009 
37.760000 -0.007117 
37.761000 -0.007226 
37.762000 -0.007335 
37.763000 -0.007445 
37.764000 -0.007554 
37.765000 -0.007664 
37.766000 -0.007774 
37.767000 -0.007884 
37.768000 -0.007995 
37.769000 -0.008106 
37.770000 -0.008217 
37.771000 -0.008329 
37.772000 -0.008441 
37.773000 -0.008554 
37.774000 -0.008667 
37.775000 -0.008781 
37.776000 -0.008895 
37.777000 -0.009011 
37.778000 -0.009126 
37.779000 -0.009243 
37.780000 -0.009361 
37.781000 -0.009479 
37.782000 -0.009599 
37.783000 -0.009719 
37.784000 -0.009841 
37.785000 -0.009964 
37.786000 -0.010088 
37.787000 -0.010214 
37.788000 -0.010341 
37.789000 -0.010470 
37.790000 -0.010600 
37.791000 -0.010733 
37.792000 -0.010867 
37.793000 -0.011003 
37.794000 -0.011141 
37.795000 -0.011282 
37.796000 -0.011425 
37.797000 -0.011569 
37.798000 -0.011710 
37.799000 -0.011849 
37.800000 -0.011987 
37.801000 -0.012122 
37.802000 -0.012256 
37.803000 -0.012389 
37.804000 -0.012520 
37.805000 -0.012649 
37.806000 -0.012777 
37.807000 -0.012905 
37.808000 -0.013030 
37.809000 -0.013155 
37.810000 -0.013279 
37.811000 -0.013402 
37.812000 -0.013524 
37.813000 -0.013646 
37.814000 -0.013766 
37.815000 -0.013886 
37.816000 -0.014005 
37.817000 -0.014123 
37.818000 -0.014241 
37.819000 -0.014358 
37.820000 -0.014475 
37.821000 -0.014592 
37.822000 -0.014707 
37.823000 -0.014821 
37.824000 -0.014935 
37.825000 -0.015064 
37.826000 -0.015193 
37.827000 -0.015322 
37.828000 -0.015449 
37.829000 -0.015574 
37.830000 -0.015699 
37.831000 -0.015821 
37.832000 -0.015943 
37.833000 -0.016064 
37.834000 -0.016185 
37.835000 -0.016305 
37.836000 -0.016425 
37.837000 -0.016545 
37.838000 -0.016664 
37.839000 -0.016782 
37.840000 -0.016901 
37.841000 -0.017019 
37.842000 -0.017137 
37.843000 -0.017255 
37.844000 -0.017373 
37.845000 -0.017490 
37.846000 -0.017608 
37.847000 -0.017726 
37.848000 -0.017844 
37.849000 -0.017962 
37.850000 -0.018080 
37.851000 -0.018199 
37.852000 -0.018318 
37.853000 -0.018437 
37.854000 -0.018557 
37.855000 -0.018678 
37.856000 -0.018799 
37.857000 -0.018921 
37.858000 -0.019043 
37.859000 -0.019167 
37.860000 -0.019291 
37.861000 -0.019416 
37.862000 -0.019542 
37.863000 -0.019670 
37.864000 -0.019798 
37.865000 -0.019928 
37.866000 -0.020059 
37.867000 -0.020188 
37.868000 -0.020315 
37.869000 -0.020439 
37.870000 -0.020561 
37.871000 -0.020681 
37.872000 -0.020799 
37.873000 -0.020915 
37.874000 -0.021029 
37.875000 -0.021141 
37.876000 -0.021252 
37.877000 -0.021361 
37.878000 -0.021469 
37.879000 -0.021575 
37.880000 -0.021680 
37.881000 -0.021784 
37.882000 -0.021886 
37.883000 -0.021987 
37.884000 -0.022087 
37.885000 -0.022186 
37.886000 -0.022284 
37.887000 -0.022380 
37.888000 -0.022476 
37.889000 -0.022571 
37.890000 -0.022664 
37.891000 -0.022757 
37.892000 -0.022849 
37.893000 -0.022939 
37.894000 -0.023029 
37.895000 -0.023118 
37.896000 -0.023206 
37.897000 -0.023294 
37.898000 -0.023380 
37.899000 -0.023464 
37.900000 -0.023555 
37.901000 -0.023650 
37.902000 -0.023744 
37.903000 -0.023838 
37.904000 -0.023929 
37.905000 -0.024019 
37.906000 -0.024106 
37.907000 -0.024193 
37.908000 -0.024279 
37.909000 -0.024364 
37.910000 -0.024448 
37.911000 -0.024532 
37.912000 -0.024614 
37.913000 -0.024696 
37.914000 -0.024777 
37.915000 -0.024857 
37.916000 -0.024937 
37.917000 -0.025015 
37.918000 -0.025093 
37.919000 -0.025171 
37.920000 -0.025247 
37.921000 -0.025323 
37.922000 -0.025399 
37.923000 -0.025473 
37.924000 -0.025547 
37.925000 -0.025621 
37.926000 -0.025694 
37.927000 -0.025766 
37.928000 -0.025838 
37.929000 -0.025909 
37.930000 -0.025980 
37.931000 -0.026050 
37.932000 -0.026119 
37.933000 -0.026188 
37.934000 -0.026257 
37.935000 -0.026325 
37.936000 -0.026393 
37.937000 -0.026460 
37.938000 -0.026527 
37.939000 -0.026593 
37.940000 -0.026659 
37.941000 -0.026724 
37.942000 -0.026789 
37.943000 -0.026854 
37.944000 -0.026918 
37.945000 -0.026982 
37.946000 -0.027045 
37.947000 -0.027108 
37.948000 -0.027171 
37.949000 -0.027233 
37.950000 -0.027296 
37.951000 -0.027357 
37.952000 -0.027419 
37.953000 -0.027480 
37.954000 -0.027541 
37.955000 -0.027602 
37.956000 -0.027662 
37.957000 -0.027722 
37.958000 -0.027782 
37.959000 -0.027841 
37.960000 -0.027900 
37.961000 -0.027959 
37.962000 -0.028018 
37.963000 -0.028077 
37.964000 -0.028135 
37.965000 -0.028193 
37.966000 -0.028250 
37.967000 -0.028308 
37.968000 -0.028365 
37.969000 -0.028422 
37.970000 -0.028479 
37.971000 -0.028536 
37.972000 -0.028592 
37.973000 -0.028648 
37.974000 -0.028703 
37.975000 -0.028756 
37.976000 -0.028809 
37.977000 -0.028862 
37.978000 -0.028913 
37.979000 -0.028964 
37.980000 -0.029013 
37.981000 -0.029063 
37.982000 -0.029111 
37.983000 -0.029159 
37.984000 -0.029206 
37.985000 -0.029252 
37.986000 -0.029298 
37.987000 -0.029343 
37.988000 -0.029387 
37.989000 -0.029431 
37.990000 -0.029475 
37.991000 -0.029517 
37.992000 -0.029560 
37.993000 -0.029601 
37.994000 -0.029643 
37.995000 -0.029683 
37.996000 -0.029723 
37.997000 -0.029763 
37.998000 -0.029803 
37.999000 -0.029841 
38.000000 -0.029880 
38.001000 -0.029918 
38.002000 -0.029956 
38.003000 -0.029993 
38.004000 -0.030030 
38.005000 -0.030066 
38.006000 -0.030103 
38.007000 -0.030138 
38.008000 -0.030174 
38.009000 -0.030209 
38.010000 -0.030244 
38.011000 -0.030279 
38.012000 -0.030313 
38.013000 -0.030347 
38.014000 -0.030381 
38.015000 -0.030414 
38.016000 -0.030447 
38.017000 -0.030481 
38.018000 -0.030513 
38.019000 -0.030546 
38.020000 -0.030578 
38.021000 -0.030611 
38.022000 -0.030643 
38.023000 -0.030674 
38.024000 -0.030706 
38.025000 -0.030738 
38.026000 -0.030769 
38.027000 -0.030800 
38.028000 -0.030831 
38.029000 -0.030862 
38.030000 -0.030893 
38.031000 -0.030924 
38.032000 -0.030954 
38.033000 -0.030985 
38.034000 -0.031015 
38.035000 -0.031046 
38.036000 -0.031076 
38.037000 -0.031106 
38.038000 -0.031137 
38.039000 -0.031167 
38.040000 -0.031197 
38.041000 -0.031227 
38.042000 -0.031257 
38.043000 -0.031287 
38.044000 -0.031317 
38.045000 -0.031347 
38.046000 -0.031377 
38.047000 -0.031407 
38.048000 -0.031437 
38.049000 -0.031467 
38.050000 -0.031497 
38.051000 -0.031528 
38.052000 -0.031558 
38.053000 -0.031588 
38.054000 -0.031619 
38.055000 -0.031649 
38.056000 -0.031679 
38.057000 -0.031710 
38.058000 -0.031741 
38.059000 -0.031771 
38.060000 -0.031802 
38.061000 -0.031833 
38.062000 -0.031864 
38.063000 -0.031895 
38.064000 -0.031927 
38.065000 -0.031958 
38.066000 -0.031989 
38.067000 -0.032021 
38.068000 -0.032053 
38.069000 -0.032085 
38.070000 -0.032117 
38.071000 -0.032149 
38.072000 -0.032181 
38.073000 -0.032215 
38.074000 -0.032252 
38.075000 -0.032289 
38.076000 -0.032326 
38.077000 -0.032363 
38.078000 -0.032401 
38.079000 -0.032438 
38.080000 -0.032475 
38.081000 -0.032513 
38.082000 -0.032550 
38.083000 -0.032588 
38.084000 -0.032625 
38.085000 -0.032663 
38.086000 -0.032700 
38.087000 -0.032738 
38.088000 -0.032776 
38.089000 -0.032815 
38.090000 -0.032853 
38.091000 -0.032892 
