# Forces      
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
2.242         	((-3.3346514e+01 -5.4408042e+02 -1.2434509e-15) (-1.2568608e-03 6.9350149e-03 -1.4823563e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5509637e+02 9.8031549e+00 1.0233259e-03) (3.1356171e-04 -1.8179632e-04 5.4948609e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.243         	((-3.3472260e+01 -5.4342533e+02 -1.2324111e-15) (-1.3405205e-03 6.9246498e-03 -1.4746910e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5489879e+02 9.8319144e+00 1.0278703e-03) (3.1879174e-04 -1.5197312e-04 5.6093090e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.244         	((-3.3598985e+01 -5.4286017e+02 -1.2166782e-15) (-1.4244398e-03 6.9144402e-03 -1.4670530e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5472010e+02 9.8581953e+00 1.0325023e-03) (3.2402567e-04 -1.2206022e-04 5.7236151e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.245         	((-3.3725123e+01 -5.4226283e+02 -1.2065876e-15) (-1.5097994e-03 6.9052057e-03 -1.4593448e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5453436e+02 9.8861742e+00 1.0363718e-03) (3.2937997e-04 -9.2074337e-05 5.8378614e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.246         	((-3.3873077e+01 -5.4164771e+02 -1.1894193e-15) (-1.5947748e-03 6.8957042e-03 -1.4515960e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5434166e+02 9.9165271e+00 1.0423984e-03) (3.3471783e-04 -6.2035810e-05 5.9523494e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.247         	((-3.4038331e+01 -5.4109422e+02 -1.1737637e-15) (-1.6799377e-03 6.8860500e-03 -1.4438031e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5416189e+02 9.9503443e+00 1.0491113e-03) (3.4009444e-04 -3.1916953e-05 6.0669654e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.248         	((-3.4207811e+01 -5.4046742e+02 -1.1721918e-15) (-1.7640137e-03 6.8760612e-03 -1.4360628e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5396979e+02 9.9860868e+00 1.0553422e-03) (3.4543703e-04 -1.7349396e-06 6.1816807e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.249         	((-3.4403162e+01 -5.3979554e+02 -1.1787380e-15) (-1.8481817e-03 6.8654143e-03 -1.4283620e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5376982e+02 1.0026734e+01 1.0612895e-03) (3.5074770e-04 2.8496458e-05 6.2966272e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.25          	((-3.4593086e+01 -5.3921937e+02 -1.1799879e-15) (-1.9332910e-03 6.8550590e-03 -1.4205894e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5358536e+02 1.0065215e+01 1.0665178e-03) (3.5611025e-04 5.8898962e-05 6.4114257e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.251         	((-3.4743553e+01 -5.3867960e+02 -1.1832724e-15) (-2.0193475e-03 6.8452689e-03 -1.4126909e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5340762e+02 1.0099677e+01 1.0703957e-03) (3.6155154e-04 8.9447465e-05 6.5262966e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.252         	((-3.4840598e+01 -5.3813385e+02 -1.1835381e-15) (-2.1063074e-03 6.8356036e-03 -1.4047107e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5323016e+02 1.0124875e+01 1.0732118e-03) (3.6707006e-04 1.2016175e-04 6.6413948e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.253         	((-3.4896129e+01 -5.3750702e+02 -1.1848789e-15) (-2.1933774e-03 6.8262174e-03 -1.3966948e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5304036e+02 1.0145406e+01 1.0758306e-03) (3.7264460e-04 1.5097705e-04 6.7562726e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.254         	((-3.4938368e+01 -5.3695991e+02 -1.1885013e-15) (-2.2810095e-03 6.8171570e-03 -1.3885727e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5286599e+02 1.0161801e+01 1.0785026e-03) (3.7830915e-04 1.8203876e-04 6.8709662e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.255         	((-3.5014334e+01 -5.3640347e+02 -1.1959863e-15) (-2.3694507e-03 6.8080851e-03 -1.3803613e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5268918e+02 1.0184535e+01 1.0818599e-03) (3.8404929e-04 2.1326741e-04 6.9858596e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.256         	((-3.5051673e+01 -5.3575849e+02 -1.1983541e-15) (-2.4568636e-03 6.7985389e-03 -1.3721187e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5248860e+02 1.0200647e+01 1.0859934e-03) (3.8977011e-04 2.4452060e-04 7.1008442e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.257         	((-3.5107448e+01 -5.3517731e+02 -1.2128546e-15) (-2.5440544e-03 6.7890635e-03 -1.3638008e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5229974e+02 1.0221681e+01 1.0897990e-03) (3.9550628e-04 2.7578651e-04 7.2154449e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.258         	((-3.5178904e+01 -5.3456485e+02 -1.2268351e-15) (-2.6305829e-03 6.7791784e-03 -1.3554627e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5210283e+02 1.0243016e+01 1.0929490e-03) (4.0126042e-04 3.0717365e-04 7.3297690e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.259         	((-3.5249537e+01 -5.3398607e+02 -1.2385346e-15) (-2.7174194e-03 6.7692981e-03 -1.3470589e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5191844e+02 1.0267435e+01 1.0951676e-03) (4.0706815e-04 3.3870991e-04 7.4439492e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.26          	((-3.5278633e+01 -5.3335731e+02 -1.2529612e-15) (-2.8039241e-03 6.7597054e-03 -1.3385555e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5172294e+02 1.0284327e+01 1.0970943e-03) (4.1293043e-04 3.7047473e-04 7.5577329e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.261         	((-3.5264232e+01 -5.3272733e+02 -1.2748808e-15) (-2.8906719e-03 6.7501102e-03 -1.3300044e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5152786e+02 1.0293677e+01 1.0971296e-03) (4.1880241e-04 4.0233099e-04 7.6712825e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.262         	((-3.5284486e+01 -5.3220771e+02 -1.2925730e-15) (-2.9778293e-03 6.7406137e-03 -1.3213818e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5135361e+02 1.0308220e+01 1.0975662e-03) (4.2472890e-04 4.3425124e-04 7.7846562e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.263         	((-3.5332298e+01 -5.3176693e+02 -1.3133697e-15) (-3.0648537e-03 6.7311820e-03 -1.3127011e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5119847e+02 1.0324553e+01 1.0974387e-03) (4.3064478e-04 4.6625438e-04 7.8972638e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.264         	((-3.5353381e+01 -5.3133919e+02 -1.3353191e-15) (-3.1517163e-03 6.7217925e-03 -1.3039697e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5104454e+02 1.0337721e+01 1.0975689e-03) (4.3659357e-04 4.9839180e-04 8.0094439e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.265         	((-3.5360768e+01 -5.3082613e+02 -1.3570208e-15) (-3.2384909e-03 6.7122257e-03 -1.2951949e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5087453e+02 1.0349479e+01 1.0984412e-03) (4.4256989e-04 5.3063273e-04 8.1214066e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.266         	((-3.5413941e+01 -5.3035167e+02 -1.3762775e-15) (-3.3252278e-03 6.7025716e-03 -1.2863718e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5071197e+02 1.0368896e+01 1.0998095e-03) (4.4859363e-04 5.6301901e-04 8.2334307e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.267         	((-3.5435650e+01 -5.2990420e+02 -1.3920445e-15) (-3.4120563e-03 6.6927363e-03 -1.2774674e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5055038e+02 1.0383370e+01 1.0992307e-03) (4.5463684e-04 5.9549259e-04 8.3452422e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.268         	((-3.5461275e+01 -5.2940524e+02 -1.4005445e-15) (-3.4980281e-03 6.6821982e-03 -1.2685463e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5037946e+02 1.0398070e+01 1.1002446e-03) (4.6061581e-04 6.2790646e-04 8.4569848e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.269         	((-3.5457786e+01 -5.2884961e+02 -1.4076942e-15) (-3.5832046e-03 6.6711688e-03 -1.2596392e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5019408e+02 1.0408367e+01 1.0998641e-03) (4.6654537e-04 6.6025729e-04 8.5683186e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.27          	((-3.5444236e+01 -5.2837244e+02 -1.4061754e-15) (-3.6677577e-03 6.6599892e-03 -1.2506753e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5002587e+02 1.0415507e+01 1.0986856e-03) (4.7250944e-04 6.9270789e-04 8.6790722e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.271         	((-3.5427908e+01 -5.2781164e+02 -1.4017289e-15) (-3.7518851e-03 6.6490702e-03 -1.2417235e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4984122e+02 1.0423782e+01 1.0977080e-03) (4.7848174e-04 7.2526756e-04 8.7893137e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.272         	((-3.5381252e+01 -5.2721400e+02 -1.3917499e-15) (-3.8359439e-03 6.6388363e-03 -1.2327306e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4965355e+02 1.0427034e+01 1.0957721e-03) (4.8450496e-04 7.5792618e-04 8.8986659e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.273         	((-3.5416558e+01 -5.2663579e+02 -1.3697751e-15) (-3.9200067e-03 6.6285708e-03 -1.2237248e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4946785e+02 1.0442315e+01 1.0946741e-03) (4.9049565e-04 7.9066083e-04 9.0073524e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.274         	((-3.5438900e+01 -5.2598078e+02 -1.3510095e-15) (-4.0039647e-03 6.6183401e-03 -1.2147201e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4926361e+02 1.0454788e+01 1.0925897e-03) (4.9645395e-04 8.2343704e-04 9.1158032e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.275         	((-3.5505810e+01 -5.2535248e+02 -1.3313005e-15) (-4.0873153e-03 6.6078392e-03 -1.2057660e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4906851e+02 1.0478607e+01 1.0917284e-03) (5.0233002e-04 8.5618300e-04 9.2240476e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.276         	((-3.5571539e+01 -5.2476184e+02 -1.3196543e-15) (-4.1699281e-03 6.5969673e-03 -1.1968884e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4887856e+02 1.0498467e+01 1.0910683e-03) (5.0812463e-04 8.8894083e-04 9.3319343e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.277         	((-3.5660806e+01 -5.2422935e+02 -1.3083228e-15) (-4.2515663e-03 6.5858160e-03 -1.1881326e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4870274e+02 1.0521590e+01 1.0917867e-03) (5.1379271e-04 9.2166867e-04 9.4393922e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.278         	((-3.5713230e+01 -5.2367617e+02 -1.2955333e-15) (-4.3324999e-03 6.5746018e-03 -1.1794743e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4852482e+02 1.0539467e+01 1.0926384e-03) (5.1936046e-04 9.5429349e-04 9.5466678e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.279         	((-3.5766333e+01 -5.2311731e+02 -1.2885424e-15) (-4.4121685e-03 6.5636176e-03 -1.1709497e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4834697e+02 1.0557363e+01 1.0929773e-03) (5.2482621e-04 9.8672133e-04 9.6532305e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.28          	((-3.5837091e+01 -5.2256636e+02 -1.2743338e-15) (-4.4919408e-03 6.5531661e-03 -1.1625683e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4816307e+02 1.0579661e+01 1.0928557e-03) (5.3027141e-04 1.0189788e-03 9.7594660e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.281         	((-3.5914340e+01 -5.2198309e+02 -1.2654496e-15) (-4.5714466e-03 6.5431144e-03 -1.1543441e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4797644e+02 1.0602734e+01 1.0924462e-03) (5.3570888e-04 1.0511283e-03 9.8650821e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.282         	((-3.5984750e+01 -5.2139522e+02 -1.2588257e-15) (-4.6505223e-03 6.5335813e-03 -1.1462626e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4778884e+02 1.0623151e+01 1.0921013e-03) (5.4111283e-04 1.0831902e-03 9.9700986e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.283         	((-3.6039024e+01 -5.2081812e+02 -1.2493199e-15) (-4.7294774e-03 6.5244578e-03 -1.1383050e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4759790e+02 1.0640489e+01 1.0908939e-03) (5.4647133e-04 1.1151777e-03 1.0074571e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.284         	((-3.6177222e+01 -5.2017005e+02 -1.2473387e-15) (-4.8064360e-03 6.5146059e-03 -1.1305563e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4739278e+02 1.0670560e+01 1.0916297e-03) (5.5163971e-04 1.1468956e-03 1.0178463e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.285         	((-3.6291774e+01 -5.1952072e+02 -1.2422341e-15) (-4.8831442e-03 6.5051384e-03 -1.1230598e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4718586e+02 1.0698949e+01 1.0931524e-03) (5.5665360e-04 1.1783861e-03 1.0282203e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.286         	((-3.6361220e+01 -5.1893191e+02 -1.2407167e-15) (-4.9608341e-03 6.4961081e-03 -1.1158087e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4699342e+02 1.0721040e+01 1.0943323e-03) (5.6156217e-04 1.2097642e-03 1.0385992e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.287         	((-3.6432658e+01 -5.1839360e+02 -1.2433530e-15) (-5.0394880e-03 6.4871139e-03 -1.1086824e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4680868e+02 1.0746648e+01 1.0934430e-03) (5.6646807e-04 1.2410742e-03 1.0489343e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.288         	((-3.6562817e+01 -5.1784239e+02 -1.2487015e-15) (-5.1179973e-03 6.4778701e-03 -1.1016881e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4662154e+02 1.0779672e+01 1.0941160e-03) (5.7128027e-04 1.2723468e-03 1.0592998e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.289         	((-3.6697124e+01 -5.1729726e+02 -1.2530905e-15) (-5.1960358e-03 6.4672971e-03 -1.0948108e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4643420e+02 1.0812890e+01 1.0950203e-03) (5.7588675e-04 1.3035578e-03 1.0696662e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.29          	((-3.6808902e+01 -5.1676262e+02 -1.2580466e-15) (-5.2744401e-03 6.4574955e-03 -1.0879762e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4624649e+02 1.0842997e+01 1.0975311e-03) (5.8058018e-04 1.3347995e-03 1.0800380e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.291         	((-3.6937044e+01 -5.1622388e+02 -1.2632422e-15) (-5.3532986e-03 6.4482122e-03 -1.0812686e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4606321e+02 1.0878292e+01 1.1016257e-03) (5.8522430e-04 1.3659892e-03 1.0904353e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.292         	((-3.7043056e+01 -5.1573517e+02 -1.2687071e-15) (-5.4325262e-03 6.4392520e-03 -1.0746939e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4589007e+02 1.0909359e+01 1.1066912e-03) (5.8978054e-04 1.3970943e-03 1.1008464e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.293         	((-3.7181774e+01 -5.1523529e+02 -1.2777683e-15) (-5.5114351e-03 6.4303760e-03 -1.0682297e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4571135e+02 1.0944775e+01 1.1118525e-03) (5.9431479e-04 1.4281214e-03 1.1112607e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.294         	((-3.7320209e+01 -5.1476239e+02 -1.2876518e-15) (-5.5902597e-03 6.4211621e-03 -1.0618796e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4553727e+02 1.0980466e+01 1.1175808e-03) (5.9873822e-04 1.4590270e-03 1.1216761e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.295         	((-3.7460472e+01 -5.1424043e+02 -1.2960455e-15) (-5.6674854e-03 6.4113224e-03 -1.0556230e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4535318e+02 1.1015772e+01 1.1238795e-03) (6.0309633e-04 1.4897754e-03 1.1321138e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.296         	((-3.7545715e+01 -5.1371890e+02 -1.3007613e-15) (-5.7454618e-03 6.4009140e-03 -1.0495669e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4516873e+02 1.1043286e+01 1.1261340e-03) (6.0738162e-04 1.5204770e-03 1.1425522e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.297         	((-3.7646700e+01 -5.1319805e+02 -1.3077884e-15) (-5.8241136e-03 6.3900395e-03 -1.0436643e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4498469e+02 1.1076250e+01 1.1284431e-03) (6.1153615e-04 1.5511149e-03 1.1529853e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.298         	((-3.7723836e+01 -5.1274943e+02 -1.3170512e-15) (-5.9029944e-03 6.3787096e-03 -1.0379207e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4481546e+02 1.1101402e+01 1.1307820e-03) (6.1551309e-04 1.5817071e-03 1.1634359e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.299         	((-3.7769365e+01 -5.1239479e+02 -1.3181342e-15) (-5.9829430e-03 6.3679822e-03 -1.0321016e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4466606e+02 1.1121182e+01 1.1336219e-03) (6.1959896e-04 1.6124114e-03 1.1738580e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.3           	((-3.7793784e+01 -5.1197936e+02 -1.3182995e-15) (-6.0629311e-03 6.3572966e-03 -1.0263051e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4450787e+02 1.1139704e+01 1.1352039e-03) (6.2371725e-04 1.6431440e-03 1.1842342e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.301         	((-3.7805205e+01 -5.1157862e+02 -1.3249655e-15) (-6.1429002e-03 6.3458502e-03 -1.0205498e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4435638e+02 1.1155299e+01 1.1357312e-03) (6.2780952e-04 1.6738865e-03 1.1945665e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.302         	((-3.7824264e+01 -5.1119893e+02 -1.3315707e-15) (-6.2232500e-03 6.3342278e-03 -1.0148643e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4420805e+02 1.1172379e+01 1.1370548e-03) (6.3183214e-04 1.7046423e-03 1.2048700e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.303         	((-3.7836876e+01 -5.1074122e+02 -1.3369830e-15) (-6.3031456e-03 6.3225798e-03 -1.0092844e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4404129e+02 1.1188061e+01 1.1383107e-03) (6.3575468e-04 1.7353828e-03 1.2151489e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.304         	((-3.7876299e+01 -5.1030800e+02 -1.3427358e-15) (-6.3833672e-03 6.3107612e-03 -1.0037407e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4387729e+02 1.1209154e+01 1.1394067e-03) (6.3960317e-04 1.7661169e-03 1.2254469e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.305         	((-3.7867710e+01 -5.0991023e+02 -1.3486760e-15) (-6.4646731e-03 6.2996933e-03 -9.9808022e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4372104e+02 1.1219143e+01 1.1392996e-03) (6.4362036e-04 1.7969676e-03 1.2357573e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.306         	((-3.7857466e+01 -5.0949822e+02 -1.3504640e-15) (-6.5460603e-03 6.2884072e-03 -9.9236075e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4356558e+02 1.1230258e+01 1.1413353e-03) (6.4771510e-04 1.8278477e-03 1.2460787e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.307         	((-3.7855809e+01 -5.0910675e+02 -1.3554582e-15) (-6.6277694e-03 6.2772196e-03 -9.8661910e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4341400e+02 1.1243409e+01 1.1434359e-03) (6.5185772e-04 1.8587902e-03 1.2563996e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.308         	((-3.7857484e+01 -5.0870250e+02 -1.3603815e-15) (-6.7092276e-03 6.2662616e-03 -9.8091664e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4325659e+02 1.1255237e+01 1.1445798e-03) (6.5598970e-04 1.8897421e-03 1.2667150e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.309         	((-3.7821701e+01 -5.0830386e+02 -1.3623419e-15) (-6.7908144e-03 6.2559040e-03 -9.7525303e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4310107e+02 1.1260623e+01 1.1448947e-03) (6.6009904e-04 1.9207203e-03 1.2769758e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.31          	((-3.7793685e+01 -5.0790507e+02 -1.3646929e-15) (-6.8719899e-03 6.2455566e-03 -9.6964709e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4294683e+02 1.1267207e+01 1.1455515e-03) (6.6417887e-04 1.9516088e-03 1.2872101e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.311         	((-3.7721194e+01 -5.0751101e+02 -1.3657582e-15) (-6.9527366e-03 6.2351319e-03 -9.6408408e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4279570e+02 1.1264988e+01 1.1448646e-03) (6.6825719e-04 1.9824114e-03 1.2974025e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.312         	((-3.7655365e+01 -5.0711504e+02 -1.3637350e-15) (-7.0337933e-03 6.2249332e-03 -9.5847553e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4264185e+02 1.1265645e+01 1.1439024e-03) (6.7239065e-04 2.0132682e-03 1.3075191e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.313         	((-3.7573903e+01 -5.0674649e+02 -1.3621616e-15) (-7.1147821e-03 6.2141239e-03 -9.5285273e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4249502e+02 1.1264903e+01 1.1418208e-03) (6.7653969e-04 2.0441533e-03 1.3176070e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.314         	((-3.7478278e+01 -5.0641194e+02 -1.3607657e-15) (-7.1951277e-03 6.2028806e-03 -9.4721563e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4235613e+02 1.1259330e+01 1.1400504e-03) (6.8066993e-04 2.0749778e-03 1.3276400e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.315         	((-3.7378603e+01 -5.0605993e+02 -1.3605353e-15) (-7.2754212e-03 6.1915841e-03 -9.4160951e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4221216e+02 1.1252570e+01 1.1367152e-03) (6.8477169e-04 2.1057998e-03 1.3376109e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.316         	((-3.7253434e+01 -5.0566793e+02 -1.3597143e-15) (-7.3556961e-03 6.1801646e-03 -9.3600192e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4206065e+02 1.1242146e+01 1.1326297e-03) (6.8889971e-04 2.1366260e-03 1.3475143e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2.317         	((-3.7093287e+01 -5.0523180e+02 -1.3571337e-15) (-7.4360196e-03 6.1693343e-03 -9.3031837e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.4189900e+02 1.1225921e+01 1.1274972e-03) (6.9313680e-04 2.1674927e-03 1.3573429e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
