# Forces      
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
0.37          	((-9.8279586e+00 -4.9938984e+02 -1.3316621e-15) (-4.6854070e-03 -1.3488183e-04 -2.8481397e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3635208e+02 3.3414461e+00 2.7223344e-04) (-2.5347734e-04 1.7115400e-03 6.2098604e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.371         	((-9.8287134e+00 -4.9925590e+02 -1.3312624e-15) (-4.7076724e-03 -1.3229668e-04 -2.8462906e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3630436e+02 3.3424393e+00 2.7222816e-04) (-2.5249461e-04 1.7195856e-03 6.2383914e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.372         	((-9.8293818e+00 -4.9912226e+02 -1.3308765e-15) (-4.7299311e-03 -1.2969639e-04 -2.8444384e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3625674e+02 3.3434121e+00 2.7222341e-04) (-2.5150560e-04 1.7276291e-03 6.2669055e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.373         	((-9.8300596e+00 -4.9898855e+02 -1.3304982e-15) (-4.7521759e-03 -1.2707528e-04 -2.8425850e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3620907e+02 3.3443766e+00 2.7221683e-04) (-2.5051043e-04 1.7356704e-03 6.2954001e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.374         	((-9.8305723e+00 -4.9885477e+02 -1.3301205e-15) (-4.7744067e-03 -1.2443532e-04 -2.8407307e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3616135e+02 3.3452983e+00 2.7220425e-04) (-2.4950913e-04 1.7437095e-03 6.3238746e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.375         	((-9.8309291e+00 -4.9872103e+02 -1.3297380e-15) (-4.7966234e-03 -1.2177815e-04 -2.8388767e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3611364e+02 3.3461756e+00 2.7218777e-04) (-2.4850185e-04 1.7517461e-03 6.3523286e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.376         	((-9.8312778e+00 -4.9858733e+02 -1.3293475e-15) (-4.8188263e-03 -1.1910790e-04 -2.8370225e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3606597e+02 3.3470739e+00 2.7216856e-04) (-2.4748863e-04 1.7597804e-03 6.3807629e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.377         	((-9.8315035e+00 -4.9845342e+02 -1.3289529e-15) (-4.8410176e-03 -1.1642979e-04 -2.8351622e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3601822e+02 3.3479656e+00 2.7214684e-04) (-2.4646897e-04 1.7678124e-03 6.4091795e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.378         	((-9.8316712e+00 -4.9831968e+02 -1.3285610e-15) (-4.8631977e-03 -1.1373314e-04 -2.8333003e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3597047e+02 3.3488273e+00 2.7212695e-04) (-2.4544297e-04 1.7758419e-03 6.4375760e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.379         	((-9.8316125e+00 -4.9818621e+02 -1.3281783e-15) (-4.8853621e-03 -1.1101566e-04 -2.8314366e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3592279e+02 3.3495961e+00 2.7210009e-04) (-2.4441065e-04 1.7838686e-03 6.4659499e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.38          	((-9.8316343e+00 -4.9805267e+02 -1.3277954e-15) (-4.9075106e-03 -1.0827864e-04 -2.8295722e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3587511e+02 3.3503984e+00 2.7207480e-04) (-2.4337218e-04 1.7918924e-03 6.4943020e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.381         	((-9.8315666e+00 -4.9791923e+02 -1.3274207e-15) (-4.9296437e-03 -1.0552449e-04 -2.8277089e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3582746e+02 3.3511910e+00 2.7204762e-04) (-2.4232774e-04 1.7999134e-03 6.5226319e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.382         	((-9.8313251e+00 -4.9778560e+02 -1.3270356e-15) (-4.9517624e-03 -1.0275524e-04 -2.8258465e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3577975e+02 3.3519515e+00 2.7201432e-04) (-2.4127733e-04 1.8079315e-03 6.5509395e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.383         	((-9.8308746e+00 -4.9765188e+02 -1.3265889e-15) (-4.9738693e-03 -9.9982230e-05 -2.8239780e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3573200e+02 3.3526566e+00 2.7196821e-04) (-2.4022050e-04 1.8159466e-03 6.5792287e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.384         	((-9.8303986e+00 -4.9751851e+02 -1.3261854e-15) (-4.9959582e-03 -9.7187345e-05 -2.8221077e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3568431e+02 3.3533449e+00 2.7192891e-04) (-2.3915727e-04 1.8239585e-03 6.6074934e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.385         	((-9.8298823e+00 -4.9738524e+02 -1.3257804e-15) (-5.0180294e-03 -9.4371985e-05 -2.8202364e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3563668e+02 3.3540344e+00 2.7188845e-04) (-2.3808774e-04 1.8319672e-03 6.6357332e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.386         	((-9.8292382e+00 -4.9725210e+02 -1.3253774e-15) (-5.0400840e-03 -9.1537814e-05 -2.8183656e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3558912e+02 3.3546641e+00 2.7184258e-04) (-2.3701205e-04 1.8399725e-03 6.6639488e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.387         	((-9.8285134e+00 -4.9711880e+02 -1.3249904e-15) (-5.0621230e-03 -8.8687042e-05 -2.8164959e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3554144e+02 3.3552949e+00 2.7179703e-04) (-2.3593028e-04 1.8479744e-03 6.6921402e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.388         	((-9.8276396e+00 -4.9698533e+02 -1.3245937e-15) (-5.0841482e-03 -8.5821417e-05 -2.8146256e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3549370e+02 3.3558910e+00 2.7174579e-04) (-2.3484229e-04 1.8559727e-03 6.7203087e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.389         	((-9.8267042e+00 -4.9685225e+02 -1.3241830e-15) (-5.1061542e-03 -8.2941504e-05 -2.8127542e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3544613e+02 3.3564540e+00 2.7169028e-04) (-2.3374810e-04 1.8639672e-03 6.7484527e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.39          	((-9.8256762e+00 -4.9671916e+02 -1.3237467e-15) (-5.1281416e-03 -8.0049297e-05 -2.8108797e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3539857e+02 3.3570040e+00 2.7163085e-04) (-2.3264754e-04 1.8719580e-03 6.7765724e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.391         	((-9.8245605e+00 -4.9658631e+02 -1.3233345e-15) (-5.1501104e-03 -7.7136663e-05 -2.8090056e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3535101e+02 3.3575218e+00 2.7157389e-04) (-2.3154071e-04 1.8799451e-03 6.8046651e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.392         	((-9.8232739e+00 -4.9645328e+02 -1.3229245e-15) (-5.1720625e-03 -7.4206385e-05 -2.8071311e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3530339e+02 3.3579989e+00 2.7151175e-04) (-2.3042762e-04 1.8879282e-03 6.8327315e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.393         	((-9.8218710e+00 -4.9632022e+02 -1.3225090e-15) (-5.1939972e-03 -7.1257964e-05 -2.8052554e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3525578e+02 3.3584471e+00 2.7144626e-04) (-2.2930808e-04 1.8959071e-03 6.8607721e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.394         	((-9.8204433e+00 -4.9618771e+02 -1.3221109e-15) (-5.2159102e-03 -6.8290891e-05 -2.8033801e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3520836e+02 3.3588833e+00 2.7137888e-04) (-2.2818238e-04 1.9038818e-03 6.8887844e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.395         	((-9.8189108e+00 -4.9605523e+02 -1.3217032e-15) (-5.2378017e-03 -6.5306385e-05 -2.8015064e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3516095e+02 3.3592914e+00 2.7130878e-04) (-2.2705060e-04 1.9118521e-03 6.9167681e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.396         	((-9.8172610e+00 -4.9592262e+02 -1.3212827e-15) (-5.2596749e-03 -6.2314429e-05 -2.7996318e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3511353e+02 3.3596608e+00 2.7123140e-04) (-2.2591266e-04 1.9198182e-03 6.9447261e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.397         	((-9.7843655e+00 -4.9589340e+02 -1.3209632e-15) (-5.2812567e-03 -5.9281490e-05 -2.7974689e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3509066e+02 3.3534544e+00 2.7027164e-04) (-2.2475152e-04 1.9278185e-03 6.9722970e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.398         	((-9.8128070e+00 -4.9566053e+02 -1.3204666e-15) (-5.3030826e-03 -5.6250814e-05 -2.7955834e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3501932e+02 3.3601516e+00 2.7105213e-04) (-2.2360013e-04 1.9357764e-03 7.0001888e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.399         	((-9.8096962e+00 -4.9553226e+02 -1.3200716e-15) (-5.3248773e-03 -5.3198708e-05 -2.7936896e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3497317e+02 3.3600999e+00 2.7093849e-04) (-2.2244174e-04 1.9437300e-03 7.0280397e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.4           	((-9.8078842e+00 -4.9539925e+02 -1.3196682e-15) (-5.3466501e-03 -5.0128344e-05 -2.7917995e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3492560e+02 3.3604428e+00 2.7086096e-04) (-2.2127718e-04 1.9516787e-03 7.0558618e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.401         	((-9.8061601e+00 -4.9526594e+02 -1.3192676e-15) (-5.3684056e-03 -4.7042067e-05 -2.7899161e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3487790e+02 3.3608166e+00 2.7078624e-04) (-2.2010672e-04 1.9596224e-03 7.0836578e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.402         	((-9.8043019e+00 -4.9513259e+02 -1.3188665e-15) (-5.3901400e-03 -4.3940857e-05 -2.7880360e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3483016e+02 3.3611531e+00 2.7070648e-04) (-2.1893009e-04 1.9675606e-03 7.1114267e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.403         	((-9.8024516e+00 -4.9499937e+02 -1.3184602e-15) (-5.4118532e-03 -4.0830376e-05 -2.7861568e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3478249e+02 3.3615048e+00 2.7062794e-04) (-2.1774717e-04 1.9754936e-03 7.1391699e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.404         	((-9.8006737e+00 -4.9486563e+02 -1.3180617e-15) (-5.4335418e-03 -3.7699368e-05 -2.7842838e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3473450e+02 3.3619223e+00 2.7055018e-04) (-2.1655811e-04 1.9834212e-03 7.1668832e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.405         	((-9.7987692e+00 -4.9473230e+02 -1.3176669e-15) (-5.4552071e-03 -3.4549844e-05 -2.7824184e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3468665e+02 3.3622968e+00 2.7046935e-04) (-2.1536301e-04 1.9913435e-03 7.1945679e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.406         	((-9.7966671e+00 -4.9459911e+02 -1.3172765e-15) (-5.4768441e-03 -3.1381361e-05 -2.7805598e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3463883e+02 3.3626034e+00 2.7038238e-04) (-2.1416160e-04 1.9992596e-03 7.2222225e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.407         	((-9.7943759e+00 -4.9446612e+02 -1.3168710e-15) (-5.4984537e-03 -2.8194744e-05 -2.7787070e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3459108e+02 3.3628924e+00 2.7028636e-04) (-2.1295409e-04 2.0071700e-03 7.2498445e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.408         	((-9.7920078e+00 -4.9433304e+02 -1.3164120e-15) (-5.5200400e-03 -2.4992030e-05 -2.7768549e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3454329e+02 3.3631619e+00 2.7019073e-04) (-2.1174067e-04 2.0150757e-03 7.2774348e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.409         	((-9.7896279e+00 -4.9419993e+02 -1.3159778e-15) (-5.5416113e-03 -2.1779113e-05 -2.7750008e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3449551e+02 3.3634318e+00 2.7009840e-04) (-2.1052132e-04 2.0229771e-03 7.3049973e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.41          	((-9.7871417e+00 -4.9406721e+02 -1.3155711e-15) (-5.5631649e-03 -1.8552411e-05 -2.7731371e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3444785e+02 3.3636455e+00 2.7000232e-04) (-2.0929544e-04 2.0308739e-03 7.3325301e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.411         	((-9.7845964e+00 -4.9393425e+02 -1.3151695e-15) (-5.5846987e-03 -1.5305190e-05 -2.7712667e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3440003e+02 3.3638647e+00 2.6990115e-04) (-2.0806313e-04 2.0387665e-03 7.3600300e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.412         	((-9.7820248e+00 -4.9380125e+02 -1.3147783e-15) (-5.6062154e-03 -1.2038195e-05 -2.7693900e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3435219e+02 3.3640860e+00 2.6979877e-04) (-2.0682426e-04 2.0466548e-03 7.3874975e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.413         	((-9.7793859e+00 -4.9366824e+02 -1.3143852e-15) (-5.6277143e-03 -8.7512219e-06 -2.7675086e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3430437e+02 3.3642946e+00 2.6969653e-04) (-2.0557856e-04 2.0545386e-03 7.4149330e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.414         	((-9.7767210e+00 -4.9353538e+02 -1.3139932e-15) (-5.6491900e-03 -5.4451028e-06 -2.7656245e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3425658e+02 3.3644998e+00 2.6959183e-04) (-2.0432625e-04 2.0624175e-03 7.4423350e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.415         	((-9.7739930e+00 -4.9340232e+02 -1.3135991e-15) (-5.6706441e-03 -2.1211288e-06 -2.7637398e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3420867e+02 3.3646936e+00 2.6948604e-04) (-2.0306753e-04 2.0702915e-03 7.4697027e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.416         	((-9.7711032e+00 -4.9326911e+02 -1.3131929e-15) (-5.6920808e-03 1.2106906e-06 -2.7618496e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3416071e+02 3.3648561e+00 2.6938389e-04) (-2.0180204e-04 2.0781606e-03 7.4970414e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.417         	((-9.7682436e+00 -4.9313624e+02 -1.3128055e-15) (-5.7134909e-03 4.5646870e-06 -2.7599571e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3411286e+02 3.3650077e+00 2.6927426e-04) (-2.0052980e-04 2.0860242e-03 7.5243445e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.418         	((-9.7654738e+00 -4.9300309e+02 -1.3124196e-15) (-5.7348774e-03 7.9369167e-06 -2.7580608e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3406489e+02 3.3652106e+00 2.6916515e-04) (-1.9925095e-04 2.0938825e-03 7.5516145e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.419         	((-9.7624566e+00 -4.9286987e+02 -1.3120321e-15) (-5.7562391e-03 1.1330827e-05 -2.7561660e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3401688e+02 3.3653680e+00 2.6905325e-04) (-1.9796547e-04 2.1017357e-03 7.5788482e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.42          	((-9.7594122e+00 -4.9273668e+02 -1.3116432e-15) (-5.7775732e-03 1.4742236e-05 -2.7542684e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3396884e+02 3.3654815e+00 2.6893788e-04) (-1.9667335e-04 2.1095833e-03 7.6060472e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.421         	((-9.7563197e+00 -4.9260367e+02 -1.3112371e-15) (-5.7988838e-03 1.8171458e-05 -2.7523722e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3392087e+02 3.3655902e+00 2.6882037e-04) (-1.9537488e-04 2.1174253e-03 7.6332112e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.422         	((-9.7532380e+00 -4.9247063e+02 -1.3108208e-15) (-5.8201693e-03 2.1616057e-05 -2.7504779e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3387290e+02 3.3657110e+00 2.6871016e-04) (-1.9407017e-04 2.1252614e-03 7.6603403e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.423         	((-9.7500832e+00 -4.9233746e+02 -1.3104026e-15) (-5.8414309e-03 2.5069970e-05 -2.7485769e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3382488e+02 3.3658112e+00 2.6859542e-04) (-1.9275866e-04 2.1330920e-03 7.6874383e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.424         	((-9.7510375e+00 -4.9221816e+02 -1.3100156e-15) (-5.8627031e-03 2.8550697e-05 -2.7466414e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3378014e+02 3.3667572e+00 2.6859568e-04) (-1.9143855e-04 2.1409113e-03 7.7145474e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.425         	((-9.7435262e+00 -4.9207158e+02 -1.3096089e-15) (-5.8839118e-03 3.2048301e-05 -2.7447428e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3372884e+02 3.3659455e+00 2.6835450e-04) (-1.9011390e-04 2.1487298e-03 7.7415701e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.426         	((-9.7403586e+00 -4.9193898e+02 -1.3092172e-15) (-5.9050914e-03 3.5560623e-05 -2.7428389e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3368092e+02 3.3660603e+00 2.6824010e-04) (-1.8878256e-04 2.1565424e-03 7.7685603e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.427         	((-9.7369195e+00 -4.9180597e+02 -1.3088324e-15) (-5.9262454e-03 3.9092729e-05 -2.7409393e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3363290e+02 3.3660832e+00 2.6811456e-04) (-1.8744502e-04 2.1643488e-03 7.7955120e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.428         	((-9.7334678e+00 -4.9167289e+02 -1.3084450e-15) (-5.9473727e-03 4.2642884e-05 -2.7390428e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3358485e+02 3.3660966e+00 2.6799008e-04) (-1.8610129e-04 2.1721490e-03 7.8224258e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.429         	((-9.7298409e+00 -4.9153969e+02 -1.3080357e-15) (-5.9684740e-03 4.6199507e-05 -2.7371423e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3353675e+02 3.3660805e+00 2.6786908e-04) (-1.8475096e-04 2.1799430e-03 7.8493058e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.43          	((-9.7262841e+00 -4.9140676e+02 -1.3076752e-15) (-5.9895447e-03 4.9775826e-05 -2.7352383e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3348869e+02 3.3660683e+00 2.6774208e-04) (-1.8339399e-04 2.1877304e-03 7.8761479e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.431         	((-9.7227146e+00 -4.9127402e+02 -1.3073074e-15) (-6.0105842e-03 5.3373844e-05 -2.7333305e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3344073e+02 3.3660446e+00 2.6761782e-04) (-1.8203040e-04 2.1955108e-03 7.9029511e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.432         	((-9.7190808e+00 -4.9114100e+02 -1.3069414e-15) (-6.0315945e-03 5.6990715e-05 -2.7314264e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3339266e+02 3.3660324e+00 2.6749293e-04) (-1.8066046e-04 2.2032847e-03 7.9297160e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.433         	((-9.7154059e+00 -4.9100803e+02 -1.3065903e-15) (-6.0525734e-03 6.0620901e-05 -2.7295211e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3334461e+02 3.3659972e+00 2.6736600e-04) (-1.7928407e-04 2.2110525e-03 7.9564448e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.434         	((-9.7116212e+00 -4.9087534e+02 -1.3062234e-15) (-6.0735248e-03 6.4271242e-05 -2.7276206e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3329660e+02 3.3659338e+00 2.6723620e-04) (-1.7790136e-04 2.2188139e-03 7.9831336e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.435         	((-9.7077805e+00 -4.9074266e+02 -1.3058446e-15) (-6.0944516e-03 6.7935928e-05 -2.7257213e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3324862e+02 3.3658553e+00 2.6711026e-04) (-1.7651210e-04 2.2265689e-03 8.0097858e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.436         	((-9.7039962e+00 -4.9061003e+02 -1.3054878e-15) (-6.1153511e-03 7.1614755e-05 -2.7238244e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3320066e+02 3.3657892e+00 2.6698118e-04) (-1.7511644e-04 2.2343172e-03 8.0364012e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.437         	((-9.7001972e+00 -4.9047724e+02 -1.3051470e-15) (-6.1362198e-03 7.5310175e-05 -2.7219255e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3315264e+02 3.3657169e+00 2.6684876e-04) (-1.7371406e-04 2.2420591e-03 8.0629798e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.438         	((-9.6961479e+00 -4.9034486e+02 -1.3048039e-15) (-6.1570596e-03 7.9027866e-05 -2.7200301e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3310474e+02 3.3655769e+00 2.6671063e-04) (-1.7230516e-04 2.2497941e-03 8.0895176e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.439         	((-9.6920233e+00 -4.9021230e+02 -1.3044626e-15) (-6.1778699e-03 8.2764124e-05 -2.7181378e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3305674e+02 3.3654432e+00 2.6657299e-04) (-1.7088977e-04 2.2575224e-03 8.1160146e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.44          	((-9.6879126e+00 -4.9007987e+02 -1.3041231e-15) (-6.1986500e-03 8.6516302e-05 -2.7162510e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3300879e+02 3.3653010e+00 2.6643370e-04) (-1.6946825e-04 2.2652437e-03 8.1424710e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.441         	((-9.6837664e+00 -4.8994723e+02 -1.3037808e-15) (-6.2194013e-03 9.0276725e-05 -2.7143613e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3296082e+02 3.3651565e+00 2.6629354e-04) (-1.6804022e-04 2.2729586e-03 8.1688912e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.442         	((-9.6795121e+00 -4.8981474e+02 -1.3034467e-15) (-6.2401270e-03 9.4053890e-05 -2.7124740e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3291288e+02 3.3649842e+00 2.6615256e-04) (-1.6660564e-04 2.2806663e-03 8.1952725e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.443         	((-9.6752385e+00 -4.8968240e+02 -1.3031261e-15) (-6.2608221e-03 9.7852262e-05 -2.7105903e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3286495e+02 3.3647932e+00 2.6600874e-04) (-1.6516456e-04 2.2883668e-03 8.2216121e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.444         	((-9.6708717e+00 -4.8955022e+02 -1.3028048e-15) (-6.2814856e-03 1.0166991e-04 -2.7087102e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.3281703e+02 3.3645786e+00 2.6586198e-04) (-1.6371705e-04 2.2960600e-03 8.2479092e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
