experiment "Irregular waves for ECN campaign SOFTWIND SPAR" with ("nantes_main_posn/default.ttf")
/* Wave data read from .dat files prepared with MatLab routine LHEEA_irrwave_generation_SW_SPAR_additionnal.m */
/* Poly-chromatic wave data*/
wave (or run) 1;
Period	Frequency	Amplitude	Height	Direction	Phase
s	Hz	m	m	deg	rad
1.6025	0.624023	0.00117694	0.00235388	0	1.99418
1.6	0.625	0.00117564	0.00235129	0	3.90763
1.5975	0.625977	0.00117433	0.00234867	0	2.70332
1.59502	0.626953	0.00117301	0.00234602	0	6.11858
1.59253	0.62793	0.00117166	0.00234333	0	4.25875
1.59006	0.628906	0.00117031	0.00234061	0	1.24765
1.5876	0.629883	0.00116893	0.00233786	0	2.68104
1.58514	0.630859	0.00116754	0.00233508	0	2.15731
1.58269	0.631836	0.00116613	0.00233226	0	5.01171
1.58025	0.632813	0.00116471	0.00232942	0	5.52919
1.57781	0.633789	0.00116327	0.00232655	0	5.67901
1.57538	0.634766	0.00116182	0.00232364	0	4.16399
1.57296	0.635742	0.00116036	0.00232071	0	1.69777
1.57055	0.636719	0.00115887	0.00231775	0	1.58567
1.56815	0.637695	0.00115738	0.00231476	0	5.37148
1.56575	0.638672	0.00115587	0.00231175	0	3.31573
1.56336	0.639648	0.00115435	0.0023087	0	5.04013
1.56098	0.640625	0.00115282	0.00230563	0	3.59705
1.5586	0.641602	0.00115127	0.00230254	0	4.60647
1.55623	0.642578	0.00114971	0.00229942	0	3.26105
1.55387	0.643555	0.00114814	0.00229627	0	4.84361
1.55152	0.644531	0.00114655	0.0022931	0	3.57424
1.54917	0.645508	0.00114495	0.00228991	0	2.92614
1.54683	0.646484	0.00114334	0.00228669	0	2.15318
1.54449	0.647461	0.00114172	0.00228345	0	0.428572
1.54217	0.648438	0.00114009	0.00228018	0	2.37457
1.53985	0.649414	0.00113845	0.0022769	0	0.500305
1.53754	0.650391	0.00113679	0.00227359	0	6.17522
1.53523	0.651367	0.00113513	0.00227026	0	1.14111
1.53293	0.652344	0.00113345	0.00226691	0	5.10106
1.53064	0.65332	0.00113177	0.00226354	0	5.49755
1.52836	0.654297	0.00113007	0.00226014	0	4.32543
1.52608	0.655273	0.00112837	0.00225673	0	3.57824
1.52381	0.65625	0.00112665	0.0022533	0	1.01141
1.52155	0.657227	0.00112493	0.00224985	0	2.93349
1.51929	0.658203	0.00112319	0.00224638	0	2.16878
1.51704	0.65918	0.00112145	0.0022429	0	1.41397
1.51479	0.660156	0.0011197	0.00223939	0	3.72286
1.51256	0.661133	0.00111793	0.00223587	0	1.96205
1.51032	0.662109	0.00111616	0.00223233	0	5.75732
1.5081	0.663086	0.00111439	0.00222877	0	5.71541
1.50588	0.664063	0.0011126	0.0022252	0	1.61552
1.50367	0.665039	0.00111081	0.00222161	0	0.696751
1.50147	0.666016	0.001109	0.00221801	0	1.21242
1.49927	0.666992	0.00110719	0.00221439	0	3.13898
1.49708	0.667969	0.00110538	0.00221075	0	4.57784
1.49489	0.668945	0.00110355	0.0022071	0	1.30812
1.49271	0.669922	0.00110172	0.00220344	0	1.55844
1.49054	0.670898	0.00109988	0.00219976	0	5.35121
1.48837	0.671875	0.00109804	0.00219607	0	2.61285
1.48621	0.672852	0.00109618	0.00219237	0	3.87475
1.48406	0.673828	0.00109432	0.00218865	0	1.46817
1.48191	0.674805	0.00109246	0.00218492	0	0.640679
1.47977	0.675781	0.00109059	0.00218118	0	3.24123
1.47763	0.676758	0.00108871	0.00217742	0	2.99797
1.4755	0.677734	0.00108683	0.00217366	0	0.959264
1.47338	0.678711	0.00108494	0.00216988	0	3.90692
1.47126	0.679688	0.00108304	0.00216609	0	3.41812
1.46915	0.680664	0.00108114	0.00216229	0	4.11007
1.46705	0.681641	0.00107924	0.00215848	0	0.908206
1.46495	0.682617	0.00107733	0.00215466	0	4.72199
1.46286	0.683594	0.00107541	0.00215083	0	1.39518
1.46077	0.68457	0.00107349	0.00214699	0	3.26318
1.45869	0.685547	0.00107157	0.00214314	0	4.93416
1.45661	0.686523	0.00106964	0.00213928	0	0.140306
1.45455	0.6875	0.00106771	0.00213541	0	2.03803
1.45248	0.688477	0.00106577	0.00213154	0	5.48473
1.45042	0.689453	0.00106383	0.00212765	0	5.30747
1.44837	0.69043	0.00106188	0.00212376	0	3.38312
1.44633	0.691406	0.00105993	0.00211986	0	5.44506
1.44429	0.692383	0.00105798	0.00211595	0	5.96781
1.44225	0.693359	0.00105602	0.00211204	0	5.19247
1.44023	0.694336	0.00105406	0.00210812	0	5.36657
1.4382	0.695313	0.00105209	0.00210419	0	0.620423
1.43619	0.696289	0.00105013	0.00210025	0	4.09227
1.43417	0.697266	0.00104816	0.00209631	0	4.42033
1.43217	0.698242	0.00104618	0.00209237	0	3.83426
1.43017	0.699219	0.00104421	0.00208841	0	5.02413
1.42817	0.700195	0.00104223	0.00208445	0	0.217217
1.42618	0.701172	0.00104024	0.00208049	0	4.83955
1.4242	0.702148	0.00103826	0.00207652	0	4.59759
1.42222	0.703125	0.00103627	0.00207254	0	1.63173
