  2.9800000e-004  1.3599012e+000  1.3737786e+000
  6.6825000e-004  1.3985684e+000  1.3737786e+000
  1.1840000e-003  1.3895864e+000  1.3737786e+000
  1.8437500e-003  1.3742714e+000  1.3737786e+000
  2.6460000e-003  1.3821314e+000  1.3737786e+000
  3.5892500e-003  1.3754819e+000  1.3737786e+000
  4.6720000e-003  1.3743965e+000  1.3737786e+000
  5.8927500e-003  1.3754792e+000  1.3737786e+000
  7.2500000e-003  1.3725964e+000  1.3737786e+000
  8.7422500e-003  1.3737343e+000  1.3737786e+000
  1.0368000e-002  1.3732061e+000  1.3737786e+000
  1.2125750e-002  1.3722242e+000  1.3737786e+000
  1.4014000e-002  1.3727012e+000  1.3737786e+000
  1.6031250e-002  1.3720402e+000  1.3737786e+000
  1.8176000e-002  1.3718754e+000  1.3737786e+000
  2.0446750e-002  1.3719397e+000  1.3737786e+000
  2.2842000e-002  1.3714548e+000  1.3737786e+000
  2.5360250e-002  1.3715396e+000  1.3737786e+000
  2.8000000e-002  1.3713498e+000  1.3737786e+000
  3.0759750e-002  1.3712461e+000  1.3737786e+000
  3.3638000e-002  1.3744221e+000  1.3737786e+000
  3.6633250e-002  1.3743113e+000  1.3737786e+000
  3.9744000e-002  1.3743282e+000  1.3737786e+000
  4.2968750e-002  1.3742130e+000  1.3737786e+000
  4.6306000e-002  1.3742067e+000  1.3737786e+000
  4.9754250e-002  1.3741483e+000  1.3737786e+000
  5.3312000e-002  1.3740371e+000  1.3737786e+000
  5.6977750e-002  1.3740623e+000  1.3737786e+000
  6.0750000e-002  1.3739227e+000  1.3737786e+000
  6.4627250e-002  1.3738882e+000  1.3737786e+000
  6.8608000e-002  1.3738528e+000  1.3737786e+000
  7.2690750e-002  1.3736966e+000  1.3737786e+000
  7.6874000e-002  1.3737205e+000  1.3737786e+000
  8.1156250e-002  1.3735939e+000  1.3737786e+000
  8.5536000e-002  1.3734935e+000  1.3737786e+000
  9.0011750e-002  1.3734894e+000  1.3737786e+000
  9.4582000e-002  1.3733135e+000  1.3737786e+000
  9.9245250e-002  1.3732825e+000  1.3737786e+000
  1.0400000e-001  1.3732016e+000  1.3737786e+000
  1.0884475e-001  1.3730536e+000  1.3737786e+000
  1.1377800e-001  1.3730383e+000  1.3737786e+000
  1.1879825e-001  1.3728866e+000  1.3737786e+000
  1.2390400e-001  1.3727902e+000  1.3737786e+000
  1.2909375e-001  1.3727337e+000  1.3737786e+000
  1.3436600e-001  1.3725685e+000  1.3737786e+000
  1.3971925e-001  1.3725040e+000  1.3737786e+000
  1.4515200e-001  1.3723895e+000  1.3737786e+000
  1.5066275e-001  1.3722454e+000  1.3737786e+000
  1.5625000e-001  1.3721766e+000  1.3737786e+000
  1.6191225e-001  1.3720229e+000  1.3737786e+000
  1.6764800e-001  1.3719132e+000  1.3737786e+000
  1.7345575e-001  1.3718088e+000  1.3737786e+000
  1.7933400e-001  1.3716519e+000  1.3737786e+000
  1.8528125e-001  1.3715496e+000  1.3737786e+000
  1.9129600e-001  1.3714116e+000  1.3737786e+000
  1.9737675e-001  1.3712726e+000  1.3737786e+000
  2.0352200e-001  1.3711520e+000  1.3737786e+000
  2.0973025e-001  1.3710003e+000  1.3737786e+000
  2.1600000e-001  1.3708683e+000  1.3737786e+000
  2.2232975e-001  1.3707274e+000  1.3737786e+000
  2.2871800e-001  1.3705741e+000  1.3737786e+000
  2.3516325e-001  1.3704312e+000  1.3737786e+000
  2.4166400e-001  1.3702805e+000  1.3737786e+000
  2.4821875e-001  1.3701303e+000  1.3737786e+000
  2.5482600e-001  1.3699704e+000  1.3737786e+000
  2.6148425e-001  1.3698152e+000  1.3737786e+000
  2.6819200e-001  1.3696557e+000  1.3737786e+000
  2.7494775e-001  1.3694843e+000  1.3737786e+000
  2.8175000e-001  1.3693325e+000  1.3737786e+000
  2.8859725e-001  1.3691518e+000  1.3737786e+000
  2.9548800e-001  1.3689866e+000  1.3737786e+000
  3.0242075e-001  1.3688192e+000  1.3737786e+000
  3.0939400e-001  1.3686335e+000  1.3737786e+000
  3.1640625e-001  1.3684651e+000  1.3737786e+000
  3.2345600e-001  1.3682856e+000  1.3737786e+000
  3.3054175e-001  1.3680921e+000  1.3737786e+000
  3.3766200e-001  1.3679207e+000  1.3737786e+000
  3.4481525e-001  1.3677217e+000  1.3737786e+000
  3.5200000e-001  1.3675391e+000  1.3737786e+000
  3.5921475e-001  1.3673514e+000  1.3737786e+000
  3.6645800e-001  1.3671473e+000  1.3737786e+000
  3.7372825e-001  1.3669612e+000  1.3737786e+000
  3.8102400e-001  1.3667561e+000  1.3737786e+000
  3.8834375e-001  1.3665531e+000  1.3737786e+000
  3.9568600e-001  1.3663631e+000  1.3737786e+000
  4.0304925e-001  1.3661463e+000  1.3737786e+000
  4.1043200e-001  1.3659441e+000  1.3737786e+000
  4.1783275e-001  1.3657353e+000  1.3737786e+000
  4.2525000e-001  1.3655172e+000  1.3737786e+000
  4.3268225e-001  1.3653109e+000  1.3737786e+000
  4.4012800e-001  1.3650893e+000  1.3737786e+000
  4.4758575e-001  1.3648739e+000  1.3737786e+000
  4.5505400e-001  1.3646605e+000  1.3737786e+000
  4.6253125e-001  1.3644348e+000  1.3737786e+000
  4.7001600e-001  1.3642099e+000  1.3737786e+000
  4.7750675e-001  1.3639851e+000  1.3737786e+000
  4.8500200e-001  1.3637557e+000  1.3737786e+000
  4.9250025e-001  1.3635297e+000  1.3737786e+000
  5.0000000e-001  1.3632999e+000  1.3737786e+000
  5.0749975e-001  1.3630688e+000  1.3737786e+000
  5.1499800e-001  1.3628319e+000  1.3737786e+000
  5.2249325e-001  1.3626003e+000  1.3737786e+000
  5.2998400e-001  1.3623599e+000  1.3737786e+000
  5.3746875e-001  1.3621202e+000  1.3737786e+000
  5.4494600e-001  1.3618799e+000  1.3737786e+000
  5.5241425e-001  1.3616374e+000  1.3737786e+000
  5.5987200e-001  1.3613961e+000  1.3737786e+000
  5.6731775e-001  1.3611519e+000  1.3737786e+000
  5.7475000e-001  1.3609025e+000  1.3737786e+000
  5.8216725e-001  1.3606590e+000  1.3737786e+000
  5.8956800e-001  1.3604110e+000  1.3737786e+000
  5.9695075e-001  1.3601589e+000  1.3737786e+000
  6.0431400e-001  1.3599155e+000  1.3737786e+000
  6.1165625e-001  1.3596561e+000  1.3737786e+000
  6.1897600e-001  1.3594075e+000  1.3737786e+000
  6.2627175e-001  1.3591552e+000  1.3737786e+000
  6.3354200e-001  1.3588970e+000  1.3737786e+000
  6.4078525e-001  1.3586459e+000  1.3737786e+000
  6.4800000e-001  1.3583871e+000  1.3737786e+000
  6.5518475e-001  1.3581318e+000  1.3737786e+000
  6.6233800e-001  1.3578781e+000  1.3737786e+000
  6.6945825e-001  1.3576155e+000  1.3737786e+000
  6.7654400e-001  1.3573581e+000  1.3737786e+000
  6.8359375e-001  1.3571018e+000  1.3737786e+000
  6.9060600e-001  1.3568425e+000  1.3737786e+000
  6.9757925e-001  1.3565827e+000  1.3737786e+000
  7.0451200e-001  1.3563246e+000  1.3737786e+000
  7.1140275e-001  1.3560636e+000  1.3737786e+000
  7.1825000e-001  1.3558058e+000  1.3737786e+000
  7.2505225e-001  1.3555508e+000  1.3737786e+000
  7.3180800e-001  1.3552901e+000  1.3737786e+000
  7.3851575e-001  1.3550304e+000  1.3737786e+000
  7.4517400e-001  1.3547772e+000  1.3737786e+000
  7.5178125e-001  1.3545175e+000  1.3737786e+000
  7.5833600e-001  1.3542630e+000  1.3737786e+000
  7.6483675e-001  1.3540022e+000  1.3737786e+000
  7.7128200e-001  1.3537455e+000  1.3737786e+000
  7.7767025e-001  1.3534926e+000  1.3737786e+000
  7.8400000e-001  1.3532417e+000  1.3737786e+000
  7.9026975e-001  1.3529861e+000  1.3737786e+000
  7.9647800e-001  1.3527376e+000  1.3737786e+000
  8.0262325e-001  1.3524879e+000  1.3737786e+000
  8.0870400e-001  1.3522392e+000  1.3737786e+000
  8.1471875e-001  1.3519908e+000  1.3737786e+000
  8.2066600e-001  1.3517426e+000  1.3737786e+000
  8.2654425e-001  1.3514994e+000  1.3737786e+000
  8.3235200e-001  1.3512549e+000  1.3737786e+000
  8.3808775e-001  1.3510142e+000  1.3737786e+000
  8.4375000e-001  1.3507774e+000  1.3737786e+000
  8.4933725e-001  1.3505354e+000  1.3737786e+000
  8.5484800e-001  1.3503004e+000  1.3737786e+000
  8.6028075e-001  1.3500689e+000  1.3737786e+000
  8.6563400e-001  1.3498413e+000  1.3737786e+000
  8.7090625e-001  1.3496089e+000  1.3737786e+000
  8.7609600e-001  1.3493846e+000  1.3737786e+000
  8.8120175e-001  1.3491620e+000  1.3737786e+000
  8.8622200e-001  1.3489433e+000  1.3737786e+000
  8.9115525e-001  1.3487259e+000  1.3737786e+000
  8.9600000e-001  1.3485081e+000  1.3737786e+000
  9.0075475e-001  1.3483014e+000  1.3737786e+000
  9.0541800e-001  1.3480921e+000  1.3737786e+000
  9.0998825e-001  1.3478875e+000  1.3737786e+000
  9.1446400e-001  1.3476858e+000  1.3737786e+000
  9.1884375e-001  1.3474882e+000  1.3737786e+000
  9.2312600e-001  1.3472917e+000  1.3737786e+000
  9.2730925e-001  1.3471034e+000  1.3737786e+000
  9.3139200e-001  1.3469153e+000  1.3737786e+000
  9.3537275e-001  1.3467305e+000  1.3737786e+000
  9.3925000e-001  1.3465517e+000  1.3737786e+000
  9.4302225e-001  1.3463798e+000  1.3737786e+000
  9.4668800e-001  1.3462100e+000  1.3737786e+000
  9.5024575e-001  1.3460414e+000  1.3737786e+000
  9.5369400e-001  1.3458810e+000  1.3737786e+000
  9.5703125e-001  1.3457245e+000  1.3737786e+000
  9.6025600e-001  1.3455742e+000  1.3737786e+000
  9.6336675e-001  1.3454241e+000  1.3737786e+000
  9.6636200e-001  1.3452798e+000  1.3737786e+000
  9.6924025e-001  1.3451453e+000  1.3737786e+000
  9.7200000e-001  1.3450095e+000  1.3737786e+000
  9.7463975e-001  1.3448869e+000  1.3737786e+000
  9.7715800e-001  1.3447605e+000  1.3737786e+000
  9.7955325e-001  1.3446453e+000  1.3737786e+000
  9.8182400e-001  1.3445343e+000  1.3737786e+000
  9.8396875e-001  1.3444307e+000  1.3737786e+000
  9.8598600e-001  1.3443327e+000  1.3737786e+000
  9.8787425e-001  1.3442386e+000  1.3737786e+000
  9.8963200e-001  1.3441517e+000  1.3737786e+000
  9.9125775e-001  1.3440698e+000  1.3737786e+000
  9.9275000e-001  1.3439923e+000  1.3737786e+000
  9.9410725e-001  1.3439245e+000  1.3737786e+000
  9.9532800e-001  1.3438603e+000  1.3737786e+000
  9.9641075e-001  1.3438078e+000  1.3737786e+000
  9.9735400e-001  1.3437592e+000  1.3737786e+000
  9.9815625e-001  1.3437124e+000  1.3737786e+000
  9.9881600e-001  1.3436787e+000  1.3737786e+000
  9.9933175e-001  1.3436448e+000  1.3737786e+000
  9.9970200e-001  1.3436260e+000  1.3737786e+000
  9.9992525e-001  1.3436094e+000  1.3737786e+000
  1.0000000e+000  1.3436012e+000  1.3737786e+000
