# Forces      
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
1.71          	((2.8538965e-04 -1.3035081e-04 3.3113138e+03) (1.4883101e-06 -5.4051983e-07 3.0513405e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0659334e-03 2.6446739e-03 -1.2892721e-06) (-4.5236445e-07 -2.5513111e-07 9.5032653e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.711         	((2.7457180e-04 -8.6699116e-05 3.3113339e+03) (1.4885177e-06 -5.3947502e-07 3.0557582e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0421730e-03 2.6526048e-03 -1.2899351e-06) (-4.5284388e-07 -2.5583238e-07 9.5499673e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.712         	((3.1223260e-04 -1.2669996e-04 3.3113544e+03) (1.4887955e-06 -5.3854594e-07 3.0601709e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0575310e-03 2.6294650e-03 -1.2905998e-06) (-4.5331227e-07 -2.5652747e-07 9.5982868e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.713         	((2.2576022e-04 -1.4194421e-04 3.3113745e+03) (1.4890465e-06 -5.3768884e-07 3.0645784e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0732627e-03 2.7067400e-03 -1.2916737e-06) (-4.5376316e-07 -2.5719364e-07 9.6478806e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.714         	((2.6466478e-04 -1.2492023e-04 3.3113948e+03) (1.4892172e-06 -5.3676391e-07 3.0689809e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0502202e-03 2.6499217e-03 -1.2928101e-06) (-4.5419540e-07 -2.5786760e-07 9.6913146e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.715         	((2.4224834e-04 -7.8991922e-05 3.3114150e+03) (1.4894083e-06 -5.3575545e-07 3.0733783e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0288673e-03 2.6839733e-03 -1.2918660e-06) (-4.5458603e-07 -2.5855686e-07 9.7353796e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.716         	((2.8380299e-04 -9.7332490e-05 3.3114353e+03) (1.4894779e-06 -5.3488136e-07 3.0777707e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0159276e-03 2.6248984e-03 -1.2925617e-06) (-4.5530248e-07 -2.5911714e-07 9.7827945e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.717         	((2.1628785e-04 -1.0192714e-04 3.3114556e+03) (1.4896278e-06 -5.3405372e-07 3.0821579e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0512538e-03 2.7070620e-03 -1.2942485e-06) (-4.5601260e-07 -2.5974982e-07 9.8302482e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.718         	((2.0705295e-04 -1.1563332e-04 3.3114760e+03) (1.4900222e-06 -5.3321883e-07 3.0865400e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0284070e-03 2.6899453e-03 -1.2966721e-06) (-4.5673567e-07 -2.6053760e-07 9.8796885e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.719         	((2.2077873e-04 -1.5736339e-04 3.3114964e+03) (1.4903125e-06 -5.3227701e-07 3.0909169e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0929651e-03 2.6889177e-03 -1.2956725e-06) (-4.5737736e-07 -2.6120482e-07 9.9367764e-09) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.72          	((2.5726885e-04 -1.2840212e-04 3.3115169e+03) (1.4905018e-06 -5.3116773e-07 3.0952886e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0567377e-03 2.6548830e-03 -1.2968026e-06) (-4.5766019e-07 -2.6188072e-07 1.0001069e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.721         	((2.1228586e-04 -7.4827990e-05 3.3115373e+03) (1.4906453e-06 -5.3011839e-07 3.0996553e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0283764e-03 2.7039732e-03 -1.2982687e-06) (-4.5812084e-07 -2.6261204e-07 1.0062397e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.722         	((2.2615951e-04 -1.3985888e-04 3.3115578e+03) (1.4907368e-06 -5.2916575e-07 3.1040168e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0623513e-03 2.6704907e-03 -1.2974406e-06) (-4.5870058e-07 -2.6332917e-07 1.0119122e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.723         	((2.5749959e-04 -1.2588070e-04 3.3115783e+03) (1.4908370e-06 -5.2824215e-07 3.1083730e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0704103e-03 2.6760960e-03 -1.2982172e-06) (-4.5921877e-07 -2.6406082e-07 1.0171585e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.724         	((3.1666255e-04 -1.0855657e-04 3.3115988e+03) (1.4909564e-06 -5.2723834e-07 3.1127240e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0456165e-03 2.6124216e-03 -1.2982836e-06) (-4.5971035e-07 -2.6480822e-07 1.0224422e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.725         	((2.3043386e-04 -7.8916998e-05 3.3116192e+03) (1.4910169e-06 -5.2615801e-07 3.1170698e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0351441e-03 2.6788802e-03 -1.2991381e-06) (-4.6018678e-07 -2.6554667e-07 1.0283555e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.726         	((2.2358568e-04 -1.2385166e-04 3.3116399e+03) (1.4909424e-06 -5.2506296e-07 3.1214104e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0552643e-03 2.6766158e-03 -1.2993461e-06) (-4.6065191e-07 -2.6620497e-07 1.0352028e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.727         	((1.9029229e-04 -6.4830875e-05 3.3116605e+03) (1.4907804e-06 -5.2398823e-07 3.1257459e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0202758e-03 2.7278443e-03 -1.2999806e-06) (-4.6112476e-07 -2.6675915e-07 1.0426291e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.728         	((2.2654099e-04 -1.5256657e-04 3.3116812e+03) (1.4908617e-06 -5.2290609e-07 3.1300761e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0915653e-03 2.6573451e-03 -1.3008169e-06) (-4.6159709e-07 -2.6746057e-07 1.0497093e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.729         	((2.0460328e-04 -1.4508769e-04 3.3117019e+03) (1.4911103e-06 -5.2175077e-07 3.1344010e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0817546e-03 2.6898589e-03 -1.3062721e-06) (-4.6205193e-07 -2.6831117e-07 1.0554353e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.73          	((2.8935036e-04 -1.4062888e-04 3.3117227e+03) (1.4910429e-06 -5.2061300e-07 3.1387207e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0782048e-03 2.6271900e-03 -1.3041525e-06) (-4.6249952e-07 -2.6899000e-07 1.0608534e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.731         	((2.0019265e-04 -1.2521920e-04 3.3117427e+03) (1.4907374e-06 -5.1954117e-07 3.1430350e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0593214e-03 2.7321370e-03 -1.3016211e-06) (-4.6295238e-07 -2.6959881e-07 1.0653027e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.732         	((2.5428102e-04 -1.5156028e-04 3.3117638e+03) (1.4904808e-06 -5.1852287e-07 3.1473439e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0822960e-03 2.6093499e-03 -1.3011480e-06) (-4.6343354e-07 -2.7026414e-07 1.0693848e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.733         	((7.2124492e-05 -9.7808539e-05 3.3117841e+03) (1.4902716e-06 -5.1746778e-07 3.1516476e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0776358e-03 2.9298186e-03 -1.3006639e-06) (-4.6389970e-07 -2.7078523e-07 1.0756484e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.734         	((1.8799681e-04 -9.0362409e-05 3.3118049e+03) (1.4900467e-06 -5.1632875e-07 3.1559460e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0221280e-03 2.7124745e-03 -1.3034611e-06) (-4.6437030e-07 -2.7120921e-07 1.0826039e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.735         	((2.2506969e-04 -7.0851993e-05 3.3118260e+03) (1.4898824e-06 -5.1525628e-07 3.1602391e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0543045e-03 2.6423690e-03 -1.3061187e-06) (-4.6488678e-07 -2.7177520e-07 1.0894484e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.736         	((2.0783894e-04 -7.8684383e-05 3.3118467e+03) (1.4897920e-06 -5.1423943e-07 3.1645269e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0446080e-03 2.6604502e-03 -1.3065893e-06) (-4.6537040e-07 -2.7244478e-07 1.0963961e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.737         	((1.8955252e-04 -7.5667999e-05 3.3118676e+03) (1.4897083e-06 -5.1326444e-07 3.1688094e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0535980e-03 2.6941099e-03 -1.3073192e-06) (-4.6586992e-07 -2.7309549e-07 1.1034485e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.738         	((2.2433703e-04 -7.2670859e-05 3.3118884e+03) (1.4895892e-06 -5.1220484e-07 3.1730866e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0108372e-03 2.6478591e-03 -1.3043966e-06) (-4.6637605e-07 -2.7371986e-07 1.1104694e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.739         	((1.7271903e-04 -6.9426838e-05 3.3119096e+03) (1.4893936e-06 -5.1099507e-07 3.1773585e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0283609e-03 2.7110987e-03 -1.3037096e-06) (-4.6684431e-07 -2.7432389e-07 1.1168515e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.74          	((2.2582766e-04 -1.2020446e-04 3.3119303e+03) (1.4891965e-06 -5.0978867e-07 3.1816251e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0620743e-03 2.6392325e-03 -1.3053004e-06) (-4.6728951e-07 -2.7495024e-07 1.1235064e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.741         	((1.1121090e-04 -3.2675329e-05 3.3119515e+03) (1.4890257e-06 -5.0859919e-07 3.1858864e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0055327e-03 2.8218514e-03 -1.3080593e-06) (-4.6771364e-07 -2.7566349e-07 1.1305264e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.742         	((2.0939467e-04 -1.0423237e-04 3.3119723e+03) (1.4888571e-06 -5.0736513e-07 3.1901424e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0445316e-03 2.6637726e-03 -1.3092693e-06) (-4.6807357e-07 -2.7636877e-07 1.1383022e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.743         	((1.8207369e-04 -2.1378738e-05 3.3119935e+03) (1.4886609e-06 -5.0612770e-07 3.1943930e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.8712077e-04 2.6976984e-03 -1.3098634e-06) (-4.6845207e-07 -2.7698913e-07 1.1460558e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.744         	((2.9276828e-04 -5.4752001e-05 3.3120143e+03) (1.4884905e-06 -5.0492004e-07 3.1986382e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0089149e-03 2.5771636e-03 -1.3099459e-06) (-4.6892184e-07 -2.7758859e-07 1.1525295e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.745         	((2.1228653e-04 -2.1295017e-05 3.3120356e+03) (1.4883604e-06 -5.0369985e-07 3.2028781e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.8197460e-04 2.6787907e-03 -1.3106536e-06) (-4.6936205e-07 -2.7818303e-07 1.1591021e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.746         	((2.7873598e-04 -1.1860606e-04 3.3120565e+03) (1.4882547e-06 -5.0251829e-07 3.2071126e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0626872e-03 2.5992938e-03 -1.3117374e-06) (-4.6982088e-07 -2.7880782e-07 1.1660389e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.747         	((2.0851060e-04 -5.0454697e-05 3.3120778e+03) (1.4881615e-06 -5.0136322e-07 3.2113417e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0096813e-03 2.6780158e-03 -1.3127020e-06) (-4.7029335e-07 -2.7945778e-07 1.1733024e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.748         	((2.1672389e-04 -1.3347256e-04 3.3120988e+03) (1.4880369e-06 -5.0025131e-07 3.2155654e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0661467e-03 2.6398958e-03 -1.3137637e-06) (-4.7076935e-07 -2.8008689e-07 1.1808709e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.749         	((1.4930909e-04 -1.0100056e-04 3.3121200e+03) (1.4878542e-06 -4.9915912e-07 3.2197837e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0457928e-03 2.7243868e-03 -1.3156871e-06) (-4.7126477e-07 -2.8068705e-07 1.1883040e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.75          	((1.9448984e-04 -1.5792028e-04 3.3121412e+03) (1.4877306e-06 -4.9802641e-07 3.2239965e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0903768e-03 2.7336392e-03 -1.3164103e-06) (-4.7177498e-07 -2.8135258e-07 1.1954617e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.751         	((2.0512325e-04 -1.0881455e-04 3.3121629e+03) (1.4877659e-06 -4.9689404e-07 3.2282040e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0433553e-03 2.6203672e-03 -1.3077125e-06) (-4.7228484e-07 -2.8205692e-07 1.2024234e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.752         	((1.9966340e-04 -9.5725117e-05 3.3121840e+03) (1.4876837e-06 -4.9589404e-07 3.2324062e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0610583e-03 2.6541151e-03 -1.3127380e-06) (-4.7279997e-07 -2.8269449e-07 1.2094006e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.753         	((1.0664907e-04 -3.6380916e-05 3.3122058e+03) (1.4873601e-06 -4.9502247e-07 3.2366031e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.7936899e-04 2.7787726e-03 -1.3062335e-06) (-4.7329562e-07 -2.8328661e-07 1.2162737e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.754         	((2.0304560e-04 -1.2417437e-04 3.3122272e+03) (1.4870552e-06 -4.9416087e-07 3.2407947e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0925851e-03 2.6367567e-03 -1.3019683e-06) (-4.7382249e-07 -2.8389633e-07 1.2230324e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.755         	((1.1813812e-04 -3.1010482e-05 3.3122486e+03) (1.4868004e-06 -4.9325004e-07 3.2449809e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.8692296e-04 2.7110955e-03 -1.3067396e-06) (-4.7435027e-07 -2.8452827e-07 1.2299826e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.756         	((1.8290908e-04 -9.2816848e-05 3.3122698e+03) (1.4865342e-06 -4.9232161e-07 3.2491618e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0721600e-03 2.6628428e-03 -1.3094200e-06) (-4.7487048e-07 -2.8513123e-07 1.2371173e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.757         	((1.1013685e-04 -6.3488232e-05 3.3122911e+03) (1.4862923e-06 -4.9141273e-07 3.2533370e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0150697e-03 2.7386431e-03 -1.3068178e-06) (-4.7538736e-07 -2.8572455e-07 1.2440485e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.758         	((1.7354170e-04 -1.1770523e-04 3.3123125e+03) (1.4861778e-06 -4.9050840e-07 3.2575067e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0929821e-03 2.6736543e-03 -1.3104680e-06) (-4.7591742e-07 -2.8636991e-07 1.2505284e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.759         	((1.3292980e-04 -6.2484193e-05 3.3123340e+03) (1.4862404e-06 -4.8964969e-07 3.2616708e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.9959890e-04 2.7055415e-03 -1.3126817e-06) (-4.7651840e-07 -2.8714803e-07 1.2571183e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.76          	((2.0151588e-04 -1.2675685e-04 3.3123554e+03) (1.4861676e-06 -4.8879797e-07 3.2658293e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0810061e-03 2.6417596e-03 -1.3080923e-06) (-4.7711887e-07 -2.8790055e-07 1.2636942e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.761         	((1.6170123e-04 -6.3699645e-05 3.3123770e+03) (1.4858586e-06 -4.8789067e-07 3.2699824e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0027454e-03 2.6933621e-03 -1.3066693e-06) (-4.7765170e-07 -2.8854827e-07 1.2697464e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.762         	((2.6304136e-04 -1.1755317e-04 3.3123984e+03) (1.4855879e-06 -4.8695862e-07 3.2741299e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0607187e-03 2.5861930e-03 -1.3066749e-06) (-4.7817235e-07 -2.8924465e-07 1.2760597e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.763         	((1.3045678e-04 -8.1469042e-05 3.3124200e+03) (1.4853273e-06 -4.8600918e-07 3.2782718e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0051923e-03 2.7645351e-03 -1.3087502e-06) (-4.7871282e-07 -2.8989263e-07 1.2829090e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.764         	((2.3183044e-04 -1.2543157e-04 3.3124418e+03) (1.4850668e-06 -4.8503957e-07 3.2824083e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0892510e-03 2.6104061e-03 -1.3084790e-06) (-4.7929079e-07 -2.9051830e-07 1.2899552e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.765         	((1.3803475e-04 -3.9101597e-05 3.3124634e+03) (1.4847736e-06 -4.8404762e-07 3.2865392e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.7257963e-04 2.7046278e-03 -1.3095743e-06) (-4.7983070e-07 -2.9118350e-07 1.2976806e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.766         	((1.0099851e-04 -1.0041320e-04 3.3124851e+03) (1.4844336e-06 -4.8310254e-07 3.2906647e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0720383e-03 2.8460583e-03 -1.3100594e-06) (-4.8036539e-07 -2.9186406e-07 1.3053871e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.767         	((1.4486532e-04 4.4040399e-06 3.3125071e+03) (1.4840135e-06 -4.8214080e-07 3.2947848e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.4636377e-04 2.6801780e-03 -1.3141179e-06) (-4.8089315e-07 -2.9249005e-07 1.3129220e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.768         	((1.6436444e-04 -8.6377464e-05 3.3125285e+03) (1.4835395e-06 -4.8114855e-07 3.2988994e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0707207e-03 2.7055200e-03 -1.3126019e-06) (-4.8144307e-07 -2.9307985e-07 1.3206676e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.769         	((7.9643470e-05 -1.6043413e-05 3.3125503e+03) (1.4830503e-06 -4.8020605e-07 3.3030084e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.8574983e-04 2.8278686e-03 -1.3179701e-06) (-4.8204860e-07 -2.9367297e-07 1.3288288e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.77          	((1.2566515e-04 -1.4492174e-04 3.3125721e+03) (1.4827759e-06 -4.7913940e-07 3.3071119e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1255842e-03 2.7006976e-03 -1.3140312e-06) (-4.8257956e-07 -2.9433921e-07 1.3371614e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.771         	((1.0284061e-04 -4.8447033e-05 3.3125937e+03) (1.4827268e-06 -4.7803675e-07 3.3112096e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0046775e-03 2.7164272e-03 -1.3191108e-06) (-4.8304471e-07 -2.9506022e-07 1.3453484e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.772         	((1.6737599e-04 -1.1879885e-04 3.3126154e+03) (1.4824989e-06 -4.7717506e-07 3.3153018e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1018543e-03 2.6459446e-03 -1.3155736e-06) (-4.8361811e-07 -2.9567473e-07 1.3530467e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.773         	((3.7926754e-05 -5.7703012e-05 3.3126376e+03) (1.4820153e-06 -4.7641686e-07 3.3193884e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.9936908e-04 2.8741882e-03 -1.3261826e-06) (-4.8421056e-07 -2.9620836e-07 1.3604610e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.774         	((1.9728793e-04 -1.2408497e-04 3.3126594e+03) (1.4815766e-06 -4.7563816e-07 3.3234695e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0937134e-03 2.5833632e-03 -1.3223961e-06) (-4.8478537e-07 -2.9676616e-07 1.3675363e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.775         	((7.9856039e-05 -6.0887074e-05 3.3126811e+03) (1.4811877e-06 -4.7485724e-07 3.3275449e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.8153940e-04 2.7086536e-03 -1.3211921e-06) (-4.8537404e-07 -2.9731836e-07 1.3738936e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.776         	((1.3631733e-04 -1.2332670e-04 3.3127033e+03) (1.4807725e-06 -4.7409399e-07 3.3316147e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0936594e-03 2.6567587e-03 -1.3226310e-06) (-4.8598097e-07 -2.9787618e-07 1.3799148e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.777         	((6.5570351e-05 -2.8212697e-05 3.3127251e+03) (1.4803731e-06 -4.7332152e-07 3.3356791e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.6547023e-04 2.7413885e-03 -1.3242420e-06) (-4.8654560e-07 -2.9846319e-07 1.3857009e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.778         	((1.6395050e-04 -1.1206539e-04 3.3127472e+03) (1.4800416e-06 -4.7254278e-07 3.3397379e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0978214e-03 2.6452267e-03 -1.3253886e-06) (-4.8713468e-07 -2.9907157e-07 1.3914732e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.779         	((7.8048036e-05 -6.5169800e-05 3.3127689e+03) (1.4797288e-06 -4.7175761e-07 3.3437911e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.7921564e-04 2.7507578e-03 -1.3266081e-06) (-4.8776121e-07 -2.9972128e-07 1.3971911e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.78          	((2.0057249e-04 -1.1497799e-04 3.3127908e+03) (1.4793889e-06 -4.7101361e-07 3.3478388e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0818181e-03 2.6152083e-03 -1.3265814e-06) (-4.8835965e-07 -3.0033567e-07 1.4028111e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.781         	((6.3330614e-05 -7.7251174e-05 3.3128128e+03) (1.4791056e-06 -4.7035141e-07 3.3518807e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.8717234e-04 2.8237845e-03 -1.3305664e-06) (-4.8901163e-07 -3.0095606e-07 1.4084493e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.782         	((4.0346203e-05 -1.6756657e-04 3.3128349e+03) (1.4790177e-06 -4.6967716e-07 3.3559168e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1352526e-03 2.9373525e-03 -1.3269854e-06) (-4.8968175e-07 -3.0197928e-07 1.4138209e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.783         	((3.9649604e-05 -8.7959292e-05 3.3128571e+03) (1.4788650e-06 -4.6897757e-07 3.3599471e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.8714771e-04 2.8194039e-03 -1.3302556e-06) (-4.9031556e-07 -3.0299365e-07 1.4192133e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.784         	((1.7719085e-04 -1.4960928e-04 3.3128794e+03) (1.4785640e-06 -4.6832052e-07 3.3639717e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1046599e-03 2.6233928e-03 -1.3324023e-06) (-4.9098035e-07 -3.0372442e-07 1.4244706e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
1.785         	((8.1635865e-05 -7.3156240e-05 3.3129014e+03) (1.4780430e-06 -4.6755655e-07 3.3679907e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.8566124e-04 2.7308548e-03 -1.3305353e-06) (-4.9158203e-07 -3.0425218e-07 1.4303078e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
