# Forces      
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
9.827         	((6.5841242e-04 -1.4684815e-04 3.3247003e+03) (5.0003581e-06 -8.1890403e-07 -4.3830656e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1416526e-03 2.7258585e-03 -1.3206789e-06) (-5.7592584e-07 -1.6181350e-06 1.5159489e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.828         	((6.5641811e-04 -1.9066630e-04 3.3246694e+03) (4.9990751e-06 -8.1860383e-07 -4.3812948e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1798622e-03 2.8127276e-03 -1.3236728e-06) (-5.7595603e-07 -1.6177726e-06 1.5165041e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.829         	((6.6073408e-04 -1.0473795e-04 3.3246383e+03) (4.9977802e-06 -8.1824338e-07 -4.3795168e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0645861e-03 2.7545273e-03 -1.3215970e-06) (-5.7600290e-07 -1.6174307e-06 1.5169978e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.83          	((7.0678553e-04 -2.5253481e-04 3.3246075e+03) (4.9964339e-06 -8.1790459e-07 -4.3777317e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1982102e-03 2.7994713e-03 -1.3231582e-06) (-5.7594697e-07 -1.6171096e-06 1.5174422e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.831         	((6.8057549e-04 -1.3296134e-04 3.3245764e+03) (4.9949027e-06 -8.1755208e-07 -4.3759394e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0994182e-03 2.7739667e-03 -1.3248913e-06) (-5.7587097e-07 -1.6167446e-06 1.5178917e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.832         	((6.9864259e-04 -2.6011607e-04 3.3245455e+03) (4.9933080e-06 -8.1720649e-07 -4.3741399e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2312287e-03 2.7803130e-03 -1.3282642e-06) (-5.7582095e-07 -1.6164040e-06 1.5182780e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.833         	((6.0781817e-04 -1.7005813e-04 3.3245144e+03) (4.9918111e-06 -8.1694796e-07 -4.3723333e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1321071e-03 2.8032080e-03 -1.3240412e-06) (-5.7591756e-07 -1.6160669e-06 1.5186281e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.834         	((6.8684013e-04 -2.3365159e-04 3.3244835e+03) (4.9904048e-06 -8.1668435e-07 -4.3705196e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2197957e-03 2.7813462e-03 -1.3272100e-06) (-5.7611874e-07 -1.6157687e-06 1.5188618e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.835         	((6.0026268e-04 -1.3011493e-04 3.3244524e+03) (4.9889977e-06 -8.1643158e-07 -4.3686987e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0524516e-03 2.8456311e-03 -1.3269347e-06) (-5.7625412e-07 -1.6155042e-06 1.5191997e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.836         	((7.1733270e-04 -2.9153551e-04 3.3244216e+03) (4.9876058e-06 -8.1627959e-07 -4.3668706e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1925789e-03 2.7943974e-03 -1.3285828e-06) (-5.7633940e-07 -1.6152281e-06 1.5197262e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.837         	((5.6394940e-04 -2.0687606e-04 3.3243905e+03) (4.9862847e-06 -8.1604809e-07 -4.3650354e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1264196e-03 2.9227605e-03 -1.3316332e-06) (-5.7641925e-07 -1.6148885e-06 1.5202075e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.838         	((8.0723530e-04 -2.3138019e-04 3.3243596e+03) (4.9849780e-06 -8.1584155e-07 -4.3631931e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1277177e-03 2.6631490e-03 -1.3269750e-06) (-5.7648669e-07 -1.6144273e-06 1.5207226e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.839         	((6.1167185e-04 -2.3574274e-04 3.3243285e+03) (4.9834857e-06 -8.1578557e-07 -4.3613436e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1537220e-03 2.8794148e-03 -1.3269047e-06) (-5.7664544e-07 -1.6136474e-06 1.5212571e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.84          	((8.7848760e-04 -3.0633953e-04 3.3242976e+03) (4.9819082e-06 -8.1571307e-07 -4.3594869e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1493216e-03 2.5616899e-03 -1.3327809e-06) (-5.7681887e-07 -1.6129439e-06 1.5215972e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.841         	((7.2336768e-04 -1.8251405e-04 3.3242667e+03) (4.9805544e-06 -8.1569469e-07 -4.3576231e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0236452e-03 2.7072833e-03 -1.3373139e-06) (-5.7690648e-07 -1.6125679e-06 1.5218738e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.842         	((8.1618361e-04 -2.5828824e-04 3.3242360e+03) (4.9794097e-06 -8.1574423e-07 -4.3557521e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1687082e-03 2.7030905e-03 -1.3281161e-06) (-5.7700415e-07 -1.6123201e-06 1.5222382e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.843         	((6.4551476e-04 -1.5035592e-04 3.3242051e+03) (4.9781656e-06 -8.1587520e-07 -4.3538740e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0814545e-03 2.8755801e-03 -1.3347972e-06) (-5.7713638e-07 -1.6119975e-06 1.5226639e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.844         	((7.8990816e-04 -2.7509219e-04 3.3241745e+03) (4.9768670e-06 -8.1604535e-07 -4.3519887e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1770732e-03 2.7001262e-03 -1.3350177e-06) (-5.7723969e-07 -1.6116431e-06 1.5230680e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.845         	((6.5868129e-04 -1.9562608e-04 3.3241435e+03) (4.9755996e-06 -8.1621748e-07 -4.3500962e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1127869e-03 2.8386462e-03 -1.3346762e-06) (-5.7737750e-07 -1.6112912e-06 1.5234911e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.846         	((8.1382240e-04 -2.6664654e-04 3.3241128e+03) (4.9743190e-06 -8.1636453e-07 -4.3481967e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1995526e-03 2.7094760e-03 -1.3355356e-06) (-5.7751143e-07 -1.6109004e-06 1.5238942e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.847         	((6.4541675e-04 -1.5256476e-04 3.3240817e+03) (4.9730170e-06 -8.1654994e-07 -4.3462899e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0468865e-03 2.8914762e-03 -1.3371001e-06) (-5.7758841e-07 -1.6105271e-06 1.5242633e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.848         	((8.0658701e-04 -3.1589834e-04 3.3240507e+03) (4.9717181e-06 -8.1682735e-07 -4.3443761e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2555720e-03 2.7536097e-03 -1.3381834e-06) (-5.7767949e-07 -1.6102745e-06 1.5246439e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.849         	((6.7755890e-04 -1.6815216e-04 3.3240196e+03) (4.9703955e-06 -8.1714294e-07 -4.3424551e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0769165e-03 2.8526688e-03 -1.3376898e-06) (-5.7777607e-07 -1.6099560e-06 1.5251427e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.85          	((8.2271514e-04 -2.5410723e-04 3.3239892e+03) (4.9690861e-06 -8.1747855e-07 -4.3405271e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1367810e-03 2.7018540e-03 -1.3376902e-06) (-5.7783469e-07 -1.6096319e-06 1.5256426e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.851         	((6.8844749e-04 -2.6244844e-04 3.3239579e+03) (4.9677880e-06 -8.1789642e-07 -4.3385919e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1815791e-03 2.8311350e-03 -1.3380403e-06) (-5.7801626e-07 -1.6092919e-06 1.5261172e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.852         	((7.9124987e-04 -3.1449729e-04 3.3239274e+03) (4.9663854e-06 -8.1844229e-07 -4.3366496e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2730968e-03 2.7742428e-03 -1.3398985e-06) (-5.7828666e-07 -1.6088137e-06 1.5264913e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.853         	((7.2317408e-04 -1.4969289e-04 3.3238965e+03) (4.9648584e-06 -8.1902855e-07 -4.3347001e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0622201e-03 2.7640583e-03 -1.3409762e-06) (-5.7841691e-07 -1.6083758e-06 1.5267341e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.854         	((7.0662024e-04 -2.5965136e-04 3.3238659e+03) (4.9631488e-06 -8.1955876e-07 -4.3327436e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2179915e-03 2.9023906e-03 -1.3409821e-06) (-5.7844675e-07 -1.6078823e-06 1.5270352e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.855         	((8.0365908e-04 -1.5456994e-04 3.3238349e+03) (4.9614703e-06 -8.2004810e-07 -4.3307799e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0758491e-03 2.6887179e-03 -1.3418841e-06) (-5.7853146e-07 -1.6075145e-06 1.5274056e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.856         	((7.3548894e-04 -3.3478151e-04 3.3238043e+03) (4.9599110e-06 -8.2047156e-07 -4.3288092e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2404451e-03 2.8879056e-03 -1.3424984e-06) (-5.7865503e-07 -1.6072739e-06 1.5277816e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.857         	((8.4309403e-04 -2.5386980e-04 3.3237733e+03) (4.9584907e-06 -8.2085368e-07 -4.3268313e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1004483e-03 2.6918444e-03 -1.3404542e-06) (-5.7876351e-07 -1.6070474e-06 1.5281426e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.858         	((6.9785091e-04 -3.7635100e-04 3.3237428e+03) (4.9570398e-06 -8.2131498e-07 -4.3248462e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2460728e-03 2.9503994e-03 -1.3416451e-06) (-5.7886782e-07 -1.6066833e-06 1.5285213e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.859         	((9.2962883e-04 -2.3625123e-04 3.3237115e+03) (4.9555996e-06 -8.2186940e-07 -4.3228541e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0738611e-03 2.5359350e-03 -1.3388825e-06) (-5.7899111e-07 -1.6063606e-06 1.5289218e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.86          	((7.0020065e-04 -3.4681253e-04 3.3236810e+03) (4.9541123e-06 -8.2240374e-07 -4.3208549e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2114958e-03 2.9218584e-03 -1.3407259e-06) (-5.7909473e-07 -1.6060281e-06 1.5292841e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.861         	((9.5528793e-04 -2.1623534e-04 3.3236501e+03) (4.9526238e-06 -8.2290381e-07 -4.3188486e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0747453e-03 2.5204507e-03 -1.3426369e-06) (-5.7915395e-07 -1.6057165e-06 1.5296022e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.862         	((6.3677360e-04 -3.3734288e-04 3.3236194e+03) (4.9511327e-06 -8.2340420e-07 -4.3168352e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2130756e-03 2.9969787e-03 -1.3432801e-06) (-5.7917287e-07 -1.6054076e-06 1.5299160e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.863         	((8.9653336e-04 -2.4708195e-04 3.3235885e+03) (4.9496468e-06 -8.2395708e-07 -4.3148147e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0997616e-03 2.5688249e-03 -1.3440109e-06) (-5.7920009e-07 -1.6051299e-06 1.5303125e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.864         	((6.1440785e-04 -3.9198034e-04 3.3235580e+03) (4.9481405e-06 -8.2460564e-07 -4.3127871e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2781655e-03 3.0096327e-03 -1.3396339e-06) (-5.7931443e-07 -1.6047909e-06 1.5306973e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.865         	((8.8212944e-04 -2.6202074e-04 3.3235273e+03) (4.9466576e-06 -8.2529323e-07 -4.3107524e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0749682e-03 2.5953188e-03 -1.3468537e-06) (-5.7941465e-07 -1.6043652e-06 1.5310646e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.866         	((5.9566783e-04 -2.9525972e-04 3.3234966e+03) (4.9451843e-06 -8.2591612e-07 -4.3087106e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1725870e-03 3.0623429e-03 -1.3441159e-06) (-5.7939713e-07 -1.6039540e-06 1.5315122e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.867         	((8.8116803e-04 -1.6391417e-04 3.3234659e+03) (4.9437902e-06 -8.2653411e-07 -4.3066618e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0013476e-03 2.5703281e-03 -1.3464254e-06) (-5.7939906e-07 -1.6037544e-06 1.5319568e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.868         	((6.1711975e-04 -3.6940028e-04 3.3234353e+03) (4.9423991e-06 -8.2717753e-07 -4.3046058e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2571280e-03 2.9878710e-03 -1.3449222e-06) (-5.7947650e-07 -1.6035577e-06 1.5323010e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.869         	((8.7816725e-04 -2.1556854e-04 3.3234045e+03) (4.9409768e-06 -8.2781214e-07 -4.3025427e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0475517e-03 2.5947342e-03 -1.3469774e-06) (-5.7954911e-07 -1.6032962e-06 1.5325976e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.87          	((6.3837922e-04 -4.1451507e-04 3.3233740e+03) (4.9395459e-06 -8.2849531e-07 -4.3004726e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2728576e-03 2.9780846e-03 -1.3469612e-06) (-5.7964597e-07 -1.6030242e-06 1.5328805e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.871         	((9.1966834e-04 -2.6171464e-04 3.3233433e+03) (4.9381206e-06 -8.2923416e-07 -4.2983954e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0779387e-03 2.5948926e-03 -1.3472166e-06) (-5.7976463e-07 -1.6026827e-06 1.5331592e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.872         	((6.7306756e-04 -3.7352127e-04 3.3233128e+03) (4.9367467e-06 -8.2998430e-07 -4.2963111e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2522171e-03 2.9869491e-03 -1.3437211e-06) (-5.7991847e-07 -1.6023099e-06 1.5334356e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.873         	((8.5424784e-04 -2.3644645e-04 3.3232819e+03) (4.9355091e-06 -8.3063656e-07 -4.2942198e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0824971e-03 2.6671871e-03 -1.3435243e-06) (-5.7990057e-07 -1.6019440e-06 1.5337234e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.874         	((6.5793353e-04 -3.1520972e-04 3.3232515e+03) (4.9343323e-06 -8.3121883e-07 -4.2921215e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1402303e-03 2.9965318e-03 -1.3502079e-06) (-5.7975579e-07 -1.6016102e-06 1.5339973e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.875         	((9.2489494e-04 -2.2696034e-04 3.3232206e+03) (4.9330847e-06 -8.3180263e-07 -4.2900161e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0578287e-03 2.5481620e-03 -1.3478416e-06) (-5.7971650e-07 -1.6012445e-06 1.5342143e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.876         	((7.1482327e-04 -3.8080084e-04 3.3231901e+03) (4.9320591e-06 -8.3262577e-07 -4.2879037e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2617225e-03 2.9571094e-03 -1.3502543e-06) (-5.7988400e-07 -1.6009634e-06 1.5343281e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.877         	((9.0956883e-04 -2.2987647e-04 3.3231594e+03) (4.9313899e-06 -8.3345893e-07 -4.2857842e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0621157e-03 2.6213737e-03 -1.3492828e-06) (-5.8000292e-07 -1.6009328e-06 1.5345341e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.878         	((7.0192077e-04 -3.7797104e-04 3.3231288e+03) (4.9307001e-06 -8.3429752e-07 -4.2836575e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2451991e-03 2.9566519e-03 -1.3518451e-06) (-5.8009682e-07 -1.6008516e-06 1.5348575e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.879         	((8.9254441e-04 -2.0946556e-04 3.3230978e+03) (4.9297833e-06 -8.3519383e-07 -4.2815238e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0176369e-03 2.7001684e-03 -1.3500076e-06) (-5.8019364e-07 -1.6005360e-06 1.5351684e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.88          	((7.4481346e-04 -3.5691451e-04 3.3230672e+03) (4.9288923e-06 -8.3600266e-07 -4.2793830e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2276158e-03 2.9473176e-03 -1.3506442e-06) (-5.8022122e-07 -1.6001784e-06 1.5355248e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.881         	((9.1092582e-04 -2.9231496e-04 3.3230366e+03) (4.9281573e-06 -8.3687326e-07 -4.2772352e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1296670e-03 2.6272873e-03 -1.3513430e-06) (-5.8034269e-07 -1.5998743e-06 1.5358291e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.882         	((7.5179807e-04 -4.1784966e-04 3.3230061e+03) (4.9275055e-06 -8.3772890e-07 -4.2750803e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2880896e-03 2.9158182e-03 -1.3520299e-06) (-5.8045719e-07 -1.5995589e-06 1.5360789e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.883         	((8.6899878e-04 -2.9344069e-04 3.3229754e+03) (4.9269573e-06 -8.3861948e-07 -4.2729183e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1311903e-03 2.7153535e-03 -1.3531125e-06) (-5.8059204e-07 -1.5992235e-06 1.5363138e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.884         	((8.0161793e-04 -3.9069997e-04 3.3229449e+03) (4.9267221e-06 -8.3963858e-07 -4.2707493e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2838599e-03 2.8484358e-03 -1.3525406e-06) (-5.8094386e-07 -1.5991706e-06 1.5364400e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.885         	((9.2565821e-04 -2.9078611e-04 3.3229141e+03) (4.9264970e-06 -8.4063817e-07 -4.2685733e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1021510e-03 2.6736982e-03 -1.3522157e-06) (-5.8132987e-07 -1.5990854e-06 1.5365677e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.886         	((7.8535576e-04 -3.7912481e-04 3.3228834e+03) (4.9258890e-06 -8.4164726e-07 -4.2663902e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2672673e-03 2.8908947e-03 -1.3543321e-06) (-5.8151084e-07 -1.5985343e-06 1.5367261e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.887         	((8.9442543e-04 -2.4550767e-04 3.3228528e+03) (4.9255922e-06 -8.4259104e-07 -4.2642000e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0747402e-03 2.7099970e-03 -1.3542479e-06) (-5.8148916e-07 -1.5981690e-06 1.5368817e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.888         	((8.0767286e-04 -3.5303568e-04 3.3228223e+03) (4.9254524e-06 -8.4347454e-07 -4.2620030e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2238166e-03 2.8484783e-03 -1.3536777e-06) (-5.8149428e-07 -1.5978758e-06 1.5371230e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.889         	((9.0368202e-04 -2.4507546e-04 3.3227916e+03) (4.9250635e-06 -8.4453261e-07 -4.2597989e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0689541e-03 2.6866588e-03 -1.3550468e-06) (-5.8167244e-07 -1.5972998e-06 1.5373037e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.89          	((7.9509924e-04 -3.7022881e-04 3.3227610e+03) (4.9250245e-06 -8.4558828e-07 -4.2575877e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2233959e-03 2.8533007e-03 -1.3554714e-06) (-5.8178911e-07 -1.5969711e-06 1.5373981e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.891         	((8.8574500e-04 -3.1560877e-04 3.3227304e+03) (4.9250745e-06 -8.4661011e-07 -4.2553697e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1147515e-03 2.6993158e-03 -1.3557827e-06) (-5.8183324e-07 -1.5966769e-06 1.5375466e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.892         	((8.0429830e-04 -3.7862107e-04 3.3226999e+03) (4.9249533e-06 -8.4765821e-07 -4.2531446e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2457441e-03 2.8538018e-03 -1.3560123e-06) (-5.8195717e-07 -1.5961463e-06 1.5376456e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.893         	((8.6012795e-04 -2.9777264e-04 3.3226693e+03) (4.9250469e-06 -8.4863497e-07 -4.2509125e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1355626e-03 2.7130426e-03 -1.3559751e-06) (-5.8205045e-07 -1.5957294e-06 1.5376899e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.894         	((7.6915541e-04 -3.7013020e-04 3.3226389e+03) (4.9252741e-06 -8.4960267e-07 -4.2486734e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2140679e-03 2.8360445e-03 -1.3572922e-06) (-5.8209779e-07 -1.5953345e-06 1.5377623e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.895         	((8.5440727e-04 -2.9789904e-04 3.3226086e+03) (4.9255268e-06 -8.5060606e-07 -4.2464274e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0997770e-03 2.7222262e-03 -1.3568499e-06) (-5.8214859e-07 -1.5948965e-06 1.5378754e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.896         	((7.9072787e-04 -3.4584147e-04 3.3225780e+03) (4.9259224e-06 -8.5156916e-07 -4.2441744e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2252933e-03 2.8540311e-03 -1.3576880e-06) (-5.8223791e-07 -1.5945256e-06 1.5380607e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.897         	((8.8371827e-04 -2.5223339e-04 3.3225476e+03) (4.9264460e-06 -8.5245246e-07 -4.2419144e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0572345e-03 2.7114702e-03 -1.3580103e-06) (-5.8226664e-07 -1.5941304e-06 1.5382498e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.898         	((8.4896364e-04 -3.2622542e-04 3.3225171e+03) (4.9270489e-06 -8.5328425e-07 -4.2396475e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1921955e-03 2.7746907e-03 -1.3584787e-06) (-5.8219535e-07 -1.5937117e-06 1.5384217e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.899         	((8.7407562e-04 -2.4864460e-04 3.3224867e+03) (4.9276261e-06 -8.5408534e-07 -4.2373736e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0780912e-03 2.7234498e-03 -1.3597327e-06) (-5.8211453e-07 -1.5931689e-06 1.5385418e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.9           	((8.4821999e-04 -3.0911649e-04 3.3224561e+03) (4.9282775e-06 -8.5489703e-07 -4.2350928e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1960835e-03 2.7773633e-03 -1.3603376e-06) (-5.8210443e-07 -1.5926326e-06 1.5386051e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.901         	((8.7461365e-04 -2.7842322e-04 3.3224257e+03) (4.9291014e-06 -8.5569987e-07 -4.2328052e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0970502e-03 2.7149684e-03 -1.3567113e-06) (-5.8216239e-07 -1.5921627e-06 1.5386681e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9.902         	((8.0905037e-04 -3.1980577e-04 3.3223950e+03) (4.9300118e-06 -8.5655373e-07 -4.2305106e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1756389e-03 2.8184335e-03 -1.3630939e-06) (-5.8225570e-07 -1.5916519e-06 1.5387243e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
